learning_rate,train_loss,test_loss,train_accuracy,test_accuracy
1e-05,0.6420134,0.6811043,0.6213667,0.58434
1e-05,0.64209837,0.680687,0.62186664,0.58452
1e-05,0.64193887,0.6806188,0.6215,0.58406
1e-05,0.64171636,0.68098396,0.62142664,0.58408
1e-05,0.64198554,0.6808635,0.6222067,0.58396
1e-05,0.6420728,0.6808295,0.62186,0.58406
1e-05,0.641924,0.6808081,0.6215867,0.5843
1e-05,0.6419969,0.680889,0.62212664,0.58434
1e-05,0.6419166,0.6811119,0.6222467,0.58478
1e-05,0.6416911,0.68112576,0.62246,0.58544
1e-05,0.6419381,0.68136525,0.6211333,0.58428
1e-05,0.6418766,0.68119425,0.6222,0.58432
1e-05,0.64180166,0.68108577,0.62223333,0.58422
1e-05,0.64165324,0.68093723,0.62142,0.5844
1e-05,0.64174575,0.68092716,0.6216133,0.58424
1e-05,0.6419614,0.68104273,0.62086666,0.58382
1e-05,0.6417485,0.6810346,0.62214,0.58386
1e-05,0.6419393,0.6807574,0.6213933,0.58392
1e-05,0.64191127,0.680967,0.62122,0.58408
1e-05,0.6420631,0.68111724,0.62182665,0.58398
1e-05,0.6421153,0.6807702,0.62122667,0.58414
1e-05,0.64142716,0.6811432,0.62184,0.58406
1e-05,0.6416195,0.6810919,0.6216533,0.58388
1e-05,0.6416315,0.680952,0.6216133,0.584
1e-05,0.641709,0.68128747,0.62201333,0.58394
1e-05,0.6417683,0.68118155,0.6213667,0.58384
1e-05,0.6419538,0.6814253,0.6218,0.58408
1e-05,0.64139277,0.68119895,0.62266,0.5845
1e-05,0.6418579,0.68101096,0.6219867,0.58432
1e-05,0.6415553,0.68110865,0.62244666,0.58432
1e-05,0.6417717,0.6812907,0.62202,0.5839
1e-05,0.6415491,0.6813208,0.62269336,0.58428
1e-05,0.6418473,0.68126667,0.62134665,0.5843
1e-05,0.64135,0.6811886,0.6218333,0.58416
1e-05,0.6414456,0.68152434,0.62172,0.58438
1e-05,0.6415908,0.6813599,0.62196,0.58424
1e-05,0.6415176,0.6813444,0.6226133,0.5843
1e-05,0.6418477,0.6811867,0.6218467,0.58438
1e-05,0.6415382,0.68149674,0.6222467,0.58402
1e-05,0.6417512,0.6813712,0.6219467,0.58438
1e-05,0.6415795,0.681599,0.62172,0.58416
1e-05,0.6413143,0.68173826,0.62244,0.58428
1e-05,0.64119625,0.6813438,0.62208664,0.58404
1e-05,0.64156574,0.6813255,0.62218,0.5841
1e-05,0.64136565,0.6815828,0.6221067,0.58486
1e-05,0.6416994,0.68110406,0.62149334,0.58454
1e-05,0.6413544,0.68117523,0.62193334,0.58382
1e-05,0.64125687,0.68147796,0.6224267,0.58432
1e-05,0.64161116,0.681354,0.62197334,0.58404
1e-05,0.64154714,0.68171686,0.6227133,0.58426
1e-05,0.64132047,0.6815379,0.62212,0.58398
1e-05,0.6412464,0.68183815,0.62295336,0.58434
1e-05,0.64111084,0.68171966,0.62176,0.5844
1e-05,0.64136934,0.6815289,0.6215,0.58406
1e-05,0.6414511,0.6816716,0.6225,0.58442
1e-05,0.64122504,0.6813447,0.62233335,0.58356
1e-05,0.64112914,0.68146586,0.62225336,0.58378
