trialIndex,numUnstable,numNM1,numNM2,matchingAM,matchingGM,unstableAM,unstableGM,unstableRAM,nm1AM,nm1GM,nm1RAM,nm2GenAM,nm2GenGM,nm2GenRAM,nm2AM,nm2GM,nm2RAM,numEdges,numSingletons,numChains,numCycles,avgChainLen,avgCycleLen,converges
61330,4,1,1,"[0.0, 1.0, 1.0, 1.5, 1.5, 1.5, 2.5, 3.0, 4.0, 4.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.4142135, 1.4142135, 2.236068, 2.4494898, 4.0]","[1.0, 2.0, 2.5, 3.5]","[0.0, 1.7320508, 2.0, 2.4494898]","[-4.0, -4.0, -4.0, -2.0]",[1.0],[0.0],[-4.0],[7.0],[6.928203],[4.5],[7.0],[6.928203],[4.5],0,1,0,0,0.0,0.0,0
207,1,1,1,"[0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 2.0, 2.5, 3.0, 6.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7320508, 2.4494898, 6.0]",[6.0],[5.656854],[-1.5],[6.0],[5.656854],[-1.5],[8.5],[8.485281],[6.5],[8.5],[8.485281],[6.5],0,1,0,0,0.0,0.0,1
625,2,1,1,"[0.5, 1.0, 1.0, 1.0, 1.5, 1.5, 2.0, 3.0, 3.0, 5.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.828427, 4.582576]","[2.0, 3.5]","[0.0, 2.4494898]","[-3.5, -1.5]",[2.0],[0.0],[-3.5],[3.0],[2.828427],[1.5],[3.0],[2.828427],[1.5],0,1,0,0,0.0,0.0,1
59,6,2,0,"[0.0, 0.5, 1.0, 1.0, 2.0, 2.5, 3.0, 3.5, 7.5, 8.0]","[0.0, 0.0, 0.0, 0.0, 1.7320508, 2.0, 2.4494898, 2.828427, 7.483315, 7.937254]","[1.5, 2.0, 2.5, 3.5, 5.0, 5.5]","[0.0, 0.0, 1.7320508, 2.0, 4.0, 5.477226]","[-7.0, -4.0, -3.0, -1.5, -1.5, -1.0]","[1.5, 5.5]","[0.0, 5.477226]","[-7.0, -1.5]","[1.5, 5.5]","[0.0, 5.477226]","[-7.0, -1.5]",[],[],[],2,0,0,1,0.0,2.0,1
35,1,1,1,"[0.0, 0.0, 0.5, 0.5, 0.5, 1.5, 2.5, 2.5, 3.5, 4.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.4142135, 2.0, 2.4494898, 4.472136]",[3.5],[3.4641016],[-1.0],[3.5],[3.4641016],[-1.0],[2.5],[2.4494898],[2.0],[2.5],[2.4494898],[2.0],0,1,0,0,0.0,0.0,1
9911,2,2,1,"[0.0, 0.5, 1.0, 2.5, 2.5, 3.5, 4.0, 4.0, 4.5, 6.0]","[0.0, 0.0, 1.0, 2.4494898, 2.4494898, 3.4641016, 3.4641016, 4.0, 4.2426405, 5.196152]","[2.0, 3.5]","[0.0, 1.7320508]","[-2.0, -1.5]","[2.0, 3.5]","[0.0, 1.7320508]","[-2.0, -1.5]","[5.0, 6.5]","[4.8989797, 6.3245554]","[-1.0, 3.5]",[4.0],[0.0],[1.0],1,0,1,0,1.0,0.0,0
680,1,1,1,"[0.0, 0.0, 0.5, 1.0, 1.0, 1.5, 2.0, 2.0, 3.0, 6.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7320508, 2.0, 2.236068, 6.0]",[1.0],[0.0],[-2.5],[1.0],[0.0],[-2.5],[7.0],[7.0],[2.5],[7.0],[7.0],[2.5],0,1,0,0,0.0,0.0,1
147,2,1,1,"[0.0, 1.0, 1.0, 1.0, 2.5, 2.5, 2.5, 2.5, 2.5, 3.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.4494898, 2.4494898, 2.4494898]","[1.5, 2.5]","[0.0, 2.0]","[-3.0, -2.0]",[1.5],[0.0],[-2.0],[5.0],[5.0],[5.0],[5.0],[5.0],[5.0],0,1,0,0,0.0,0.0,1
627,1,1,1,"[0.5, 0.5, 1.0, 1.5, 2.0, 2.0, 2.0, 3.5, 5.5, 6.0]","[0.0, 0.0, 0.0, 0.0, 1.4142135, 1.7320508, 2.0, 2.4494898, 5.196152, 5.477226]",[3.0],[2.828427],[-1.5],[3.0],[2.828427],[-1.5],[2.5],[2.0],[-0.5],[2.5],[2.0],[-0.5],0,1,0,0,0.0,0.0,1
92783,3,1,1,"[1.0, 1.5, 1.5, 1.5, 2.0, 2.5, 3.0, 3.0, 3.0, 5.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.4142135, 1.4142135, 1.7320508, 2.4494898, 3.0]","[3.5, 4.5, 4.5]","[2.4494898, 2.828427, 4.472136]","[-3.0, -3.0, -2.0]",[4.5],[4.472136],[-3.0],[5.0],[3.0],[4.5],[5.0],[3.0],[4.5],0,1,0,0,0.0,0.0,0
387,22,6,2,"[1.5, 3.0, 3.0, 4.0, 5.0, 5.0, 5.5, 6.0, 7.0, 7.5]","[1.4142135, 2.236068, 2.828427, 3.0, 3.8729835, 4.582576, 5.477226, 5.91608, 6.708204, 7.3484693]","[0.0, 0.0, 0.5, 1.0, 1.0, 1.0, 1.0, 1.5, 2.0, 2.0, 2.0, 2.5, 2.5, 2.5, 3.0, 3.5, 4.0, 4.0, 4.0, 5.0, 5.5, 7.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.7320508, 1.7320508, 2.0, 2.0, 2.236068, 2.4494898, 2.4494898, 3.4641016, 3.8729835, 4.8989797, 5.2915025, 7.483315]","[-7.5, -7.0, -6.0, -6.0, -5.5, -5.0, -4.5, -3.5, -3.5, -3.0, -3.0, -3.0, -3.0, -2.5, -2.5, -2.5, -2.5, -2.0, -1.5, -1.5, -1.5, -1.0]","[0.0, 0.0, 0.5, 2.0, 2.5, 4.0]","[0.0, 0.0, 0.0, 0.0, 1.7320508, 2.0]","[-7.5, -5.5, -3.5, -3.0, -3.0, -1.5]","[1.0, 2.5, 2.5, 5.5, 6.0, 8.5]","[0.0, 0.0, 2.4494898, 5.196152, 5.2915025, 8.485281]","[-6.0, -2.5, 0.5, 1.0, 2.0, 3.0]","[2.5, 5.0]","[0.0, 4.0]","[-2.0, 0.5]",4,1,1,0,4.0,0.0,1
83460,4,2,2,"[0.5, 0.5, 1.0, 1.5, 1.5, 2.5, 2.5, 3.0, 6.0, 6.0]","[0.0, 0.0, 0.0, 0.0, 1.4142135, 1.4142135, 2.236068, 2.4494898, 5.196152, 5.656854]","[0.5, 2.0, 3.0, 4.5]","[0.0, 2.0, 2.236068, 2.828427]","[-4.5, -2.5, -2.0, -1.0]","[0.5, 3.0]","[0.0, 2.236068]","[-2.5, -2.0]","[3.5, 7.0]","[3.1622777, 7.0]","[-0.5, 5.0]","[3.5, 7.0]","[3.1622777, 7.0]","[-0.5, 5.0]",0,2,0,0,0.0,0.0,0
34652,1,1,1,"[0.0, 1.5, 1.5, 1.5, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.4142135, 1.4142135, 2.236068, 3.0]",[2.5],[2.4494898],[-1.5],[2.5],[2.4494898],[-1.5],[5.5],[4.2426405],[3.5],[5.5],[4.2426405],[3.5],0,1,0,0,0.0,0.0,0
41393,4,2,1,"[0.5, 0.5, 0.5, 1.0, 1.5, 2.0, 2.5, 3.0, 6.0, 7.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.7320508, 2.0, 2.828427, 6.0, 7.0]","[1.5, 3.0, 3.5, 4.0]","[1.4142135, 3.0, 3.1622777, 4.0]","[-3.0, -2.5, -2.5, -1.5]","[1.5, 3.0]","[1.4142135, 3.0]","[-3.0, -2.5]","[1.5, 3.0]","[1.4142135, 2.236068]","[-2.5, -2.5]",[5.0],[4.8989797],[2.5],1,0,1,0,1.0,0.0,0
630,2,2,1,"[0.0, 0.5, 0.5, 0.5, 1.0, 1.0, 2.0, 2.0, 4.5, 7.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7320508, 4.2426405, 7.483315]","[2.0, 3.5]","[0.0, 2.0]","[-4.5, -1.5]","[2.0, 3.5]","[0.0, 2.0]","[-4.5, -1.5]","[4.0, 6.5]","[3.8729835, 6.4807405]","[0.5, 1.0]",[1.0],[1.0],[-0.5],1,0,1,0,1.0,0.0,1
35734,1,1,1,"[1.0, 1.0, 1.5, 2.0, 2.0, 2.0, 2.5, 4.5, 5.0, 5.0]","[0.0, 0.0, 1.0, 1.7320508, 1.7320508, 1.7320508, 2.0, 2.828427, 4.0, 5.0]",[3.5],[3.1622777],[-2.0],[3.5],[3.1622777],[-2.0],[7.5],[7.3484693],[6.5],[7.5],[7.3484693],[6.5],0,1,0,0,0.0,0.0,0
878,1,1,1,"[0.5, 0.5, 0.5, 0.5, 1.5, 2.0, 2.5, 3.0, 3.5, 6.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.4494898, 3.4641016, 5.656854]",[2.0],[0.0],[-3.5],[2.0],[0.0],[-3.5],[3.0],[2.236068],[-1.0],[3.0],[2.236068],[-1.0],0,1,0,0,0.0,0.0,1
45604,1,1,1,"[0.5, 0.5, 1.0, 2.0, 2.0, 2.0, 2.5, 2.5, 3.0, 3.0]","[0.0, 0.0, 0.0, 1.7320508, 1.7320508, 2.0, 2.0, 2.0, 2.236068, 2.828427]",[2.5],[2.0],[-1.0],[2.5],[2.0],[-1.0],[8.5],[8.485281],[7.0],[8.5],[8.485281],[7.0],0,1,0,0,0.0,0.0,0
951,2,1,1,"[0.5, 0.5, 0.5, 0.5, 1.0, 1.0, 2.0, 2.5, 2.5, 6.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 2.4494898, 6.0]","[2.5, 4.0]","[0.0, 0.0]","[-3.5, -1.0]",[2.5],[0.0],[-3.5],[5.0],[5.0],[2.0],[5.0],[5.0],[2.0],0,1,0,0,0.0,0.0,1
231,3,1,1,"[0.5, 0.5, 1.0, 1.0, 1.0, 2.0, 3.0, 3.5, 4.0, 8.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 2.4494898, 2.6457512, 3.0, 8.0]","[2.0, 2.5, 3.5]","[0.0, 1.7320508, 3.1622777]","[-4.0, -3.0, -2.0]",[3.5],[3.1622777],[-4.0],[2.5],[2.0],[-2.0],[2.5],[2.0],[-2.0],0,1,0,0,0.0,0.0,1
7725,3,2,1,"[0.0, 0.5, 0.5, 1.0, 1.0, 1.0, 1.0, 2.5, 4.5, 7.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 4.472136, 7.3484693]","[0.5, 1.0, 2.0]","[0.0, 0.0, 1.7320508]","[-4.5, -4.0, -3.0]","[0.5, 2.0]","[0.0, 1.7320508]","[-4.5, -3.0]","[1.5, 3.0]","[0.0, 1.4142135]","[-4.0, -1.5]",[4.5],[3.7416575],[2.0],1,0,1,0,1.0,0.0,0
529,2,1,1,"[0.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.5, 3.0, 3.0, 4.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.828427, 3.4641016]","[2.5, 2.5]","[0.0, 2.0]","[-3.5, -2.5]",[2.5],[2.0],[-2.5],[2.0],[1.7320508],[2.0],[2.0],[1.7320508],[2.0],0,1,0,0,0.0,0.0,1
73763,2,2,1,"[0.5, 0.5, 1.0, 1.5, 2.0, 2.0, 2.5, 2.5, 2.5, 7.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.4494898, 6.928203]","[1.5, 2.0]","[0.0, 0.0]","[-2.5, -2.0]","[1.5, 2.0]","[0.0, 0.0]","[-2.5, -2.0]","[1.5, 3.5]","[1.4142135, 3.1622777]","[-2.5, 0.5]",[4.5],[3.7416575],[4.5],1,0,1,0,1.0,0.0,0
839,4,2,0,"[0.0, 0.5, 1.0, 1.5, 1.5, 2.0, 2.0, 3.0, 4.0, 6.5]","[0.0, 0.0, 0.0, 0.0, 1.4142135, 1.7320508, 2.0, 2.236068, 3.8729835, 6.4807405]","[1.5, 2.0, 2.0, 3.0]","[0.0, 0.0, 1.7320508, 2.828427]","[-4.0, -3.0, -1.5, -1.0]","[1.5, 2.0]","[0.0, 1.7320508]","[-4.0, -3.0]","[1.5, 2.0]","[0.0, 1.7320508]","[-4.0, -3.0]",[],[],[],2,0,0,1,0.0,2.0,1
68362,1,1,1,"[0.0, 0.0, 0.5, 0.5, 1.0, 1.5, 2.5, 3.5, 4.0, 5.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.4494898, 3.1622777, 4.0]",[4.0],[2.6457512],[-1.0],[4.0],[2.6457512],[-1.0],[5.5],[5.2915025],[4.0],[5.5],[5.2915025],[4.0],0,1,0,0,0.0,0.0,0
94,2,1,1,"[0.0, 0.5, 1.0, 1.0, 1.5, 2.5, 2.5, 3.0, 3.0, 5.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 2.828427, 3.0, 4.8989797]","[2.0, 3.0]","[0.0, 3.0]","[-2.0, -1.5]",[3.0],[3.0],[-2.0],[6.5],[6.4807405],[4.0],[6.5],[6.4807405],[4.0],0,1,0,0,0.0,0.0,1
724,1,1,1,"[0.5, 0.5, 0.5, 1.0, 1.5, 2.0, 2.0, 2.5, 3.5, 4.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 2.4494898, 2.6457512, 3.4641016]",[1.5],[1.4142135],[-3.5],[1.5],[1.4142135],[-3.5],[1.5],[1.4142135],[1.0],[1.5],[1.4142135],[1.0],0,1,0,0,0.0,0.0,1
962,18,6,3,"[1.0, 3.0, 3.0, 3.5, 5.0, 5.0, 5.5, 6.0, 6.0, 7.0]","[0.0, 0.0, 2.236068, 2.4494898, 3.0, 4.2426405, 4.582576, 5.196152, 5.196152, 7.0]","[0.0, 0.5, 1.0, 1.5, 1.5, 2.0, 2.0, 2.0, 2.5, 2.5, 3.0, 3.0, 3.5, 4.0, 5.0, 5.0, 5.5, 7.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.4142135, 1.4142135, 2.0, 2.236068, 2.4494898, 3.0, 3.1622777, 3.8729835, 4.582576, 5.0, 5.2915025, 7.483315]","[-8.0, -6.5, -6.0, -5.5, -5.0, -4.5, -4.0, -3.5, -3.5, -3.5, -3.0, -3.0, -3.0, -2.5, -2.5, -2.5, -2.5, -1.5]","[0.0, 0.5, 1.0, 1.5, 2.5, 3.0]","[0.0, 0.0, 0.0, 1.4142135, 2.0, 2.236068]","[-8.0, -5.0, -3.5, -3.5, -2.5, -2.5]","[1.0, 1.5, 5.5, 5.5, 6.0, 6.5]","[0.0, 1.4142135, 4.2426405, 4.2426405, 5.656854, 6.4807405]","[-2.5, -2.5, 0.0, 0.0, 1.0, 2.0]","[1.0, 1.5, 5.5]","[0.0, 1.4142135, 5.2915025]","[-3.5, 0.0, 1.0]",3,2,1,0,3.0,0.0,1
451,3,2,0,"[0.5, 1.5, 1.5, 2.0, 2.0, 2.0, 2.0, 2.5, 3.5, 6.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.4142135, 2.0, 2.4494898, 3.1622777, 6.0]","[1.0, 1.5, 3.5]","[0.0, 0.0, 1.0]","[-4.0, -2.5, -2.0]","[1.0, 1.5]","[0.0, 1.0]","[-4.0, -2.5]","[1.0, 1.5]","[0.0, 1.0]","[-4.0, -2.5]",[],[],[],2,0,0,1,0.0,2.0,1
60373,4,2,1,"[0.5, 1.0, 1.5, 2.0, 2.5, 2.5, 3.0, 3.5, 5.0, 7.5]","[0.0, 0.0, 0.0, 0.0, 1.0, 1.4142135, 2.0, 2.828427, 4.0, 7.483315]","[1.5, 3.0, 3.0, 4.5]","[0.0, 2.236068, 2.828427, 3.7416575]","[-5.5, -3.5, -3.0, -2.0]","[1.5, 3.0]","[0.0, 2.236068]","[-5.5, -2.0]","[3.5, 5.0]","[3.4641016, 4.0]","[-0.5, 1.0]",[6.0],[6.0],[5.5],1,0,1,0,1.0,0.0,0
87153,3,2,1,"[1.0, 1.5, 2.0, 2.0, 2.0, 2.0, 2.5, 2.5, 2.5, 6.5]","[0.0, 0.0, 0.0, 0.0, 1.7320508, 2.0, 2.0, 2.0, 2.0, 6.3245554]","[1.5, 2.0, 3.5]","[0.0, 1.4142135, 2.4494898]","[-2.5, -2.5, -1.5]","[1.5, 3.5]","[1.4142135, 2.4494898]","[-2.5, -2.5]","[1.0, 3.0]","[0.0, 2.236068]","[-2.0, -1.0]",[5.5],[4.8989797],[5.0],1,0,1,0,1.0,0.0,0
70237,4,2,2,"[0.0, 0.0, 1.0, 1.5, 1.5, 2.0, 2.5, 3.5, 6.0, 8.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 1.4142135, 1.4142135, 2.4494898, 5.91608, 7.937254]","[1.0, 3.0, 3.5, 5.0]","[0.0, 1.0, 2.236068, 4.8989797]","[-4.5, -3.5, -3.0, -2.5]","[1.0, 3.0]","[1.0, 2.236068]","[-4.5, -2.5]","[4.0, 5.0]","[3.0, 3.4641016]","[-1.0, 5.0]","[4.0, 5.0]","[3.0, 3.4641016]","[-1.0, 5.0]",0,2,0,0,0.0,0.0,0
46839,1,1,1,"[0.0, 0.0, 0.5, 1.0, 1.0, 2.0, 2.5, 2.5, 3.0, 3.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.4494898, 2.828427, 2.828427]",[1.0],[1.0],[-2.0],[1.0],[1.0],[-2.0],[6.0],[5.196152],[6.0],[6.0],[5.196152],[6.0],0,1,0,0,0.0,0.0,0
44814,3,2,1,"[0.5, 0.5, 1.5, 1.5, 1.5, 2.5, 2.5, 3.0, 5.5, 7.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.4142135, 3.0, 5.2915025, 7.3484693]","[2.5, 4.0, 5.5]","[0.0, 4.0, 4.8989797]","[-3.5, -2.5, -1.5]","[2.5, 4.0]","[0.0, 4.0]","[-3.5, -1.5]","[3.5, 5.0]","[0.0, 4.8989797]","[-1.0, 0.5]",[8.5],[8.485281],[7.0],1,0,1,0,1.0,0.0,0
71938,6,2,1,"[0.0, 0.5, 1.0, 1.0, 1.0, 2.5, 3.0, 4.0, 4.5, 9.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 3.0, 3.4641016, 4.472136, 9.0]","[2.0, 3.0, 3.0, 4.5, 4.5, 5.0]","[0.0, 0.0, 2.236068, 2.828427, 4.472136, 4.582576]","[-4.0, -3.5, -3.0, -2.0, -2.0, -1.5]","[2.0, 4.5]","[0.0, 4.472136]","[-3.5, -3.0]","[3.0, 3.0]","[2.236068, 3.0]","[-2.5, -1.5]",[8.5],[8.485281],[7.5],1,0,1,0,1.0,0.0,0
844,1,1,1,"[0.0, 0.5, 0.5, 2.0, 2.5, 3.0, 3.0, 3.0, 4.5, 5.0]","[0.0, 0.0, 0.0, 0.0, 2.236068, 2.236068, 2.4494898, 2.828427, 4.2426405, 4.8989797]",[2.5],[2.4494898],[-1.5],[2.5],[2.4494898],[-1.5],[5.0],[5.0],[1.0],[5.0],[5.0],[1.0],0,1,0,0,0.0,0.0,1
63708,5,2,1,"[0.0, 0.5, 1.5, 1.5, 2.0, 2.0, 2.5, 2.5, 3.5, 7.5]","[0.0, 0.0, 0.0, 0.0, 1.4142135, 1.7320508, 2.0, 2.4494898, 3.1622777, 7.3484693]","[0.5, 1.5, 3.5, 4.0, 4.0]","[0.0, 0.0, 1.4142135, 2.4494898, 2.6457512]","[-3.5, -2.5, -2.5, -2.5, -2.5]","[0.5, 3.5]","[0.0, 2.4494898]","[-3.5, -2.5]","[1.5, 2.0]","[1.4142135, 2.0]","[-3.0, -2.5]",[6.5],[6.4807405],[5.0],1,0,1,0,1.0,0.0,0
935,3,2,1,"[0.0, 0.5, 1.5, 1.5, 2.0, 2.0, 2.5, 3.0, 5.0, 8.5]","[0.0, 0.0, 0.0, 1.4142135, 1.7320508, 1.7320508, 2.0, 2.236068, 4.0, 8.485281]","[3.5, 4.0, 4.0]","[0.0, 0.0, 2.6457512]","[-4.5, -2.0, -1.0]","[3.5, 4.0]","[0.0, 0.0]","[-4.5, -1.0]","[6.0, 8.0]","[5.91608, 7.937254]","[2.0, 2.5]",[2.0],[1.7320508],[1.0],1,0,1,0,1.0,0.0,1
998,2,1,1,"[0.0, 0.0, 1.0, 1.5, 2.0, 2.5, 2.5, 3.0, 5.0, 7.5]","[0.0, 0.0, 0.0, 1.4142135, 1.7320508, 2.0, 2.0, 2.828427, 5.0, 7.3484693]","[2.5, 5.0]","[0.0, 4.0]","[-4.0, -1.0]",[2.5],[0.0],[-4.0],[4.5],[4.472136],[1.0],[4.5],[4.472136],[1.0],0,1,0,0,0.0,0.0,1
5357,2,2,1,"[0.0, 0.5, 1.0, 2.0, 2.0, 2.0, 2.0, 2.5, 3.0, 7.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.7320508, 1.7320508, 7.483315]","[3.5, 4.5]","[3.4641016, 3.7416575]","[-2.5, -1.5]","[3.5, 4.5]","[3.4641016, 3.7416575]","[-2.5, -1.5]","[3.5, 5.5]","[0.0, 5.477226]","[-0.5, 2.0]",[4.0],[3.8729835],[4.0],1,0,1,0,1.0,0.0,0
18888,2,2,1,"[0.0, 0.5, 1.0, 1.5, 2.0, 2.0, 2.0, 3.5, 3.5, 7.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.7320508, 2.0, 3.4641016, 6.928203]","[2.5, 3.0]","[0.0, 0.0]","[-2.5, -2.0]","[2.5, 3.0]","[0.0, 0.0]","[-2.5, -2.0]","[5.0, 6.0]","[4.8989797, 5.91608]","[1.0, 2.0]",[5.5],[5.2915025],[4.5],1,0,1,0,1.0,0.0,0
324,4,2,1,"[0.0, 0.5, 1.0, 1.0, 1.0, 1.0, 1.5, 3.5, 4.5, 4.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.4142135, 3.1622777, 4.2426405, 4.472136]","[0.5, 1.0, 1.5, 2.5]","[0.0, 0.0, 0.0, 2.0]","[-3.5, -1.5, -1.5, -1.0]","[0.5, 1.0]","[0.0, 0.0]","[-3.5, -1.0]","[3.0, 3.0]","[0.0, 2.236068]","[-0.5, 0.5]",[3.5],[3.4641016],[1.0],1,0,1,0,1.0,0.0,1
589,3,1,1,"[0.0, 0.0, 0.0, 0.0, 1.5, 1.5, 2.0, 2.5, 5.0, 5.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.4142135, 1.4142135, 1.7320508, 3.0, 5.477226]","[1.5, 3.5, 4.5]","[0.0, 0.0, 4.472136]","[-4.5, -3.5, -2.5]",[1.5],[0.0],[-4.5],[5.5],[4.2426405],[4.5],[5.5],[4.2426405],[4.5],0,1,0,0,0.0,0.0,1
13575,2,2,1,"[0.0, 0.5, 1.5, 1.5, 1.5, 2.0, 2.0, 3.5, 3.5, 6.5]","[0.0, 0.0, 0.0, 1.4142135, 1.4142135, 1.7320508, 1.7320508, 3.1622777, 3.4641016, 6.0]","[1.5, 2.5]","[0.0, 1.4142135]","[-3.5, -2.0]","[1.5, 2.5]","[0.0, 1.4142135]","[-3.5, -2.0]","[1.5, 4.5]","[1.4142135, 4.2426405]","[-3.5, 2.5]",[7.0],[6.928203],[6.5],1,0,1,0,1.0,0.0,0
87135,2,2,1,"[0.5, 0.5, 0.5, 1.0, 1.0, 1.5, 2.5, 3.0, 3.5, 4.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.4142135, 2.4494898, 2.828427, 4.2426405]","[1.0, 2.0]","[0.0, 0.0]","[-3.0, -1.0]","[1.0, 2.0]","[0.0, 0.0]","[-3.0, -1.0]","[3.0, 6.5]","[0.0, 6.0]","[0.5, 0.5]",[6.5],[6.3245554],[2.5],1,0,1,0,1.0,0.0,0
5049,5,2,1,"[0.0, 0.5, 1.0, 1.5, 2.0, 3.0, 3.5, 4.0, 5.5, 8.0]","[0.0, 0.0, 0.0, 1.4142135, 2.0, 2.4494898, 2.828427, 3.4641016, 5.2915025, 7.937254]","[2.5, 4.0, 4.0, 4.0, 6.0]","[2.0, 2.6457512, 3.8729835, 4.0, 6.0]","[-3.5, -2.5, -2.0, -1.5, -1.0]","[2.5, 4.0]","[2.0, 4.0]","[-3.5, -2.0]","[2.0, 7.0]","[0.0, 6.708204]","[-3.5, 3.0]",[6.0],[5.91608],[4.5],1,0,1,0,1.0,0.0,0
99354,2,2,1,"[0.0, 0.5, 0.5, 1.0, 1.5, 2.0, 2.5, 2.5, 3.0, 5.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 2.828427, 4.8989797]","[1.5, 2.5]","[0.0, 2.0]","[-2.0, -1.5]","[1.5, 2.5]","[0.0, 2.0]","[-2.0, -1.5]","[3.5, 4.5]","[2.4494898, 3.7416575]","[-0.5, 1.5]",[8.5],[8.485281],[6.5],1,0,1,0,1.0,0.0,0
511,10,4,1,"[0.0, 0.5, 1.5, 1.5, 2.5, 3.0, 3.5, 4.5, 8.0, 8.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 2.236068, 2.4494898, 3.7416575, 7.937254, 8.485281]","[1.0, 1.5, 2.0, 3.0, 3.0, 3.5, 3.5, 3.5, 4.0, 4.5]","[0.0, 0.0, 1.4142135, 1.7320508, 2.4494898, 2.4494898, 2.6457512, 2.828427, 2.828427, 4.2426405]","[-6.5, -5.0, -4.0, -4.0, -4.0, -3.0, -2.5, -2.0, -1.5, -1.5]","[1.5, 2.0, 4.0, 4.5]","[1.4142135, 1.7320508, 2.6457512, 4.2426405]","[-6.5, -3.0, -2.5, -2.0]","[3.5, 4.0, 4.5, 5.0]","[0.0, 0.0, 2.6457512, 4.8989797]","[-3.5, -1.5, -1.0, 3.0]",[4.0],[2.6457512],[3.0],3,1,0,1,0.0,3.0,1
503,2,1,1,"[0.0, 0.0, 1.0, 1.5, 1.5, 1.5, 3.0, 3.5, 4.0, 4.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.4142135, 2.6457512, 3.4641016, 4.472136]","[1.0, 4.5]","[0.0, 4.2426405]","[-4.5, -2.0]",[1.0],[0.0],[-4.5],[3.5],[3.4641016],[1.5],[3.5],[3.4641016],[1.5],0,1,0,0,0.0,0.0,1
84363,3,1,1,"[1.0, 1.0, 1.0, 2.0, 2.0, 2.5, 2.5, 3.0, 3.0, 4.5]","[0.0, 0.0, 0.0, 0.0, 1.0, 1.7320508, 2.0, 2.236068, 2.4494898, 2.828427]","[1.5, 2.5, 4.0]","[0.0, 2.0, 3.8729835]","[-5.0, -3.0, -3.0]",[1.5],[0.0],[-5.0],[5.5],[4.8989797],[5.5],[5.5],[4.8989797],[5.5],0,1,0,0,0.0,0.0,0
665,1,1,1,"[0.0, 0.5, 2.0, 2.5, 2.5, 3.0, 3.5, 3.5, 4.5, 4.5]","[0.0, 0.0, 0.0, 2.0, 2.0, 2.4494898, 2.828427, 3.0, 3.4641016, 4.2426405]",[2.0],[2.0],[-1.5],[2.0],[2.0],[-1.5],[2.5],[2.0],[-1.0],[2.5],[2.0],[-1.0],0,1,0,0,0.0,0.0,1
759,1,1,1,"[0.5, 0.5, 0.5, 1.0, 1.0, 2.0, 2.0, 2.5, 3.0, 4.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.236068, 4.2426405]",[0.5],[0.0],[-3.0],[0.5],[0.0],[-3.0],[2.5],[2.4494898],[2.5],[2.5],[2.4494898],[2.5],0,1,0,0,0.0,0.0,1
