trialIndex,numUnstable,numNM1,numNM2,matchingAM,matchingGM,unstableAM,unstableGM,unstableRAM,nm1AM,nm1GM,nm1RAM,nm2GenAM,nm2GenGM,nm2GenRAM,nm2AM,nm2GM,nm2RAM,numEdges,numSingletons,numChains,numCycles,avgChainLen,avgCycleLen,converges
78,19,6,2,"[0.0, 1.5, 4.0, 4.0, 4.5, 5.0, 5.5, 7.0, 7.0, 8.0]","[0.0, 1.4142135, 2.828427, 3.4641016, 3.4641016, 4.0, 5.477226, 6.708204, 6.928203, 7.937254]","[0.0, 0.0, 0.5, 1.0, 1.0, 1.5, 2.0, 2.0, 2.0, 2.5, 3.5, 3.5, 4.0, 4.0, 4.5, 4.5, 4.5, 6.0, 6.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.7320508, 2.4494898, 2.4494898, 2.6457512, 2.828427, 3.4641016, 3.8729835, 4.2426405, 4.472136, 5.91608, 6.3245554]","[-8.0, -6.0, -6.0, -5.5, -5.0, -5.0, -4.5, -4.5, -4.5, -4.5, -4.0, -3.5, -3.0, -3.0, -3.0, -3.0, -2.5, -1.0, -1.0]","[0.0, 0.0, 0.5, 1.0, 1.0, 2.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 1.7320508]","[-8.0, -6.0, -5.0, -4.5, -3.0, -3.0]","[3.0, 4.0, 6.0, 6.0, 7.0, 7.5]","[2.236068, 3.8729835, 5.196152, 5.656854, 6.708204, 7.483315]","[-2.5, -0.5, 0.5, 2.0, 2.0, 2.0]","[3.0, 4.5]","[2.236068, 4.2426405]","[-2.5, -1.0]",4,1,1,1,1.0,3.0,1
248,1,1,1,"[0.0, 0.0, 1.0, 1.0, 1.5, 2.0, 3.0, 4.0, 4.5, 4.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.4142135, 1.7320508, 2.828427, 4.2426405]",[2.0],[2.0],[-1.0],[2.0],[2.0],[-1.0],[6.0],[5.656854],[2.5],[6.0],[5.656854],[2.5],0,1,0,0,0.0,0.0,1
35734,5,2,1,"[1.0, 1.0, 1.5, 2.0, 2.0, 2.5, 3.5, 5.0, 5.0, 7.5]","[0.0, 0.0, 1.0, 1.7320508, 1.7320508, 2.0, 3.1622777, 4.0, 5.0, 7.3484693]","[2.5, 2.5, 3.0, 3.5, 4.5]","[0.0, 0.0, 2.0, 2.828427, 3.1622777]","[-4.0, -3.0, -3.0, -2.0, -1.0]","[2.5, 2.5]","[0.0, 2.0]","[-3.0, -3.0]","[4.0, 4.5]","[3.4641016, 3.7416575]","[-2.5, 1.0]",[4.0],[3.8729835],[1.5],1,0,1,0,1.0,0.0,0
60144,2,2,1,"[0.0, 0.0, 0.5, 0.5, 1.0, 1.5, 2.0, 2.0, 3.5, 7.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.4494898, 6.708204]","[2.0, 3.5]","[0.0, 1.7320508]","[-3.5, -1.5]","[2.0, 3.5]","[0.0, 1.7320508]","[-3.5, -1.5]","[2.5, 3.5]","[2.4494898, 3.4641016]","[-1.5, 0.0]",[6.0],[6.0],[5.5],1,0,1,0,1.0,0.0,0
64729,5,2,1,"[0.5, 1.0, 1.0, 1.5, 1.5, 1.5, 2.5, 5.0, 5.0, 6.5]","[0.0, 0.0, 0.0, 1.0, 1.0, 1.4142135, 2.0, 3.0, 4.582576, 6.3245554]","[0.5, 1.0, 2.5, 3.0, 3.5]","[0.0, 0.0, 0.0, 0.0, 2.4494898]","[-4.5, -2.5, -2.5, -1.5, -1.0]","[0.5, 3.0]","[0.0, 0.0]","[-2.5, -1.5]","[2.5, 7.5]","[2.4494898, 7.483315]","[-2.0, 5.0]",[6.0],[5.656854],[5.5],1,0,1,0,1.0,0.0,0
69995,5,3,2,"[0.0, 1.0, 1.5, 1.5, 2.0, 2.0, 2.5, 3.0, 4.5, 7.0]","[0.0, 0.0, 0.0, 1.0, 1.4142135, 1.7320508, 2.0, 2.236068, 4.2426405, 6.708204]","[0.5, 1.5, 2.0, 3.5, 4.0]","[0.0, 0.0, 0.0, 0.0, 3.4641016]","[-5.5, -3.0, -2.5, -1.5, -1.0]","[0.5, 1.5, 3.5]","[0.0, 0.0, 3.4641016]","[-5.5, -2.5, -1.5]","[2.0, 2.5, 3.0]","[0.0, 0.0, 2.4494898]","[-1.5, -0.5, -0.5]","[2.0, 7.5]","[0.0, 7.3484693]","[-0.5, 7.0]",1,1,1,0,1.0,0.0,0
47783,6,2,1,"[0.5, 0.5, 1.0, 1.5, 2.0, 2.0, 3.0, 4.0, 5.0, 7.0]","[0.0, 0.0, 1.0, 1.4142135, 1.7320508, 2.0, 3.0, 3.4641016, 4.0, 6.708204]","[1.0, 1.0, 2.5, 3.0, 3.0, 3.0]","[0.0, 0.0, 0.0, 2.0, 2.236068, 2.828427]","[-5.5, -4.5, -3.0, -3.0, -2.5, -2.0]","[1.0, 1.0]","[0.0, 0.0]","[-4.5, -3.0]","[1.5, 3.0]","[1.4142135, 2.236068]","[-3.0, -1.5]",[9.0],[9.0],[7.0],1,0,1,0,1.0,0.0,0
47725,2,1,1,"[0.0, 0.0, 0.5, 1.5, 2.0, 2.5, 2.5, 3.0, 4.5, 6.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.7320508, 2.4494898, 2.4494898, 4.2426405, 5.91608]","[2.0, 3.0]","[0.0, 1.7320508]","[-3.5, -3.0]",[2.0],[1.7320508],[-3.0],[5.0],[4.8989797],[2.0],[5.0],[4.8989797],[2.0],0,1,0,0,0.0,0.0,0
48546,1,1,1,"[0.5, 0.5, 0.5, 0.5, 1.0, 1.5, 2.5, 2.5, 2.5, 4.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.4494898, 2.4494898, 3.4641016]",[2.0],[0.0],[-1.0],[2.0],[0.0],[-1.0],[3.5],[2.4494898],[3.5],[3.5],[2.4494898],[3.5],0,1,0,0,0.0,0.0,0
715,1,1,1,"[0.0, 1.0, 1.0, 1.5, 1.5, 1.5, 1.5, 2.0, 4.5, 5.0]","[0.0, 0.0, 0.0, 1.0, 1.4142135, 1.4142135, 1.4142135, 1.4142135, 1.7320508, 4.0]",[3.5],[0.0],[-1.0],[3.5],[0.0],[-1.0],[4.0],[2.6457512],[1.5],[4.0],[2.6457512],[1.5],0,1,0,0,0.0,0.0,1
46562,2,1,1,"[0.5, 0.5, 1.0, 1.5, 1.5, 1.5, 2.0, 3.0, 4.5, 6.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.4142135, 1.4142135, 6.4807405]","[4.5, 4.5]","[3.7416575, 4.2426405]","[-3.5, -3.0]",[4.5],[4.2426405],[-3.0],[3.5],[3.4641016],[3.5],[3.5],[3.4641016],[3.5],0,1,0,0,0.0,0.0,0
652,2,1,1,"[0.0, 0.5, 0.5, 1.0, 1.0, 2.0, 2.0, 2.5, 7.0, 7.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 6.928203, 7.3484693]","[4.5, 6.0]","[2.828427, 5.91608]","[-2.5, -2.5]",[6.0],[5.91608],[-2.5],[4.5],[3.7416575],[-1.5],[4.5],[3.7416575],[-1.5],0,1,0,0,0.0,0.0,1
650,9,3,2,"[0.0, 1.0, 1.0, 2.0, 2.5, 3.5, 4.0, 4.0, 4.5, 8.0]","[0.0, 0.0, 0.0, 1.0, 1.7320508, 2.0, 2.6457512, 3.1622777, 4.472136, 7.937254]","[1.0, 1.0, 1.0, 2.5, 2.5, 3.0, 4.5, 4.5, 6.5]","[0.0, 0.0, 0.0, 1.0, 2.0, 2.0, 3.7416575, 4.2426405, 6.4807405]","[-5.5, -4.5, -3.5, -3.0, -3.0, -3.0, -2.0, -1.5, -1.0]","[1.0, 1.0, 2.5]","[0.0, 1.0, 2.0]","[-5.5, -3.0, -2.0]","[1.5, 5.5, 7.5]","[0.0, 4.8989797, 7.3484693]","[-3.5, 3.5, 4.0]","[1.5, 4.5]","[0.0, 4.2426405]","[-3.5, 3.5]",1,1,1,0,1.0,0.0,1
31061,2,2,1,"[0.0, 0.5, 1.0, 1.5, 2.0, 2.0, 2.5, 3.5, 5.0, 5.0]","[0.0, 0.0, 0.0, 1.0, 1.7320508, 1.7320508, 2.0, 3.0, 3.1622777, 5.0]","[2.0, 3.0]","[0.0, 2.828427]","[-2.0, -1.5]","[2.0, 3.0]","[0.0, 2.828427]","[-2.0, -1.5]","[1.0, 2.5]","[0.0, 2.4494898]","[-2.0, -0.5]",[7.0],[6.708204],[6.0],1,0,1,0,1.0,0.0,0
660,3,2,2,"[0.0, 0.5, 1.0, 1.5, 1.5, 2.0, 2.5, 3.0, 4.0, 4.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.4142135, 2.0, 2.236068, 3.4641016, 4.2426405]","[2.5, 2.5, 3.5]","[0.0, 2.4494898, 3.4641016]","[-2.5, -2.0, -1.5]","[2.5, 2.5]","[0.0, 2.4494898]","[-2.5, -2.0]","[3.0, 6.5]","[2.236068, 6.3245554]","[1.5, 5.0]","[3.0, 6.5]","[2.236068, 6.3245554]","[1.5, 5.0]",0,2,0,0,0.0,0.0,1
266,1,1,1,"[0.0, 0.5, 1.0, 1.0, 1.0, 2.0, 3.0, 3.0, 3.5, 6.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.236068, 2.828427, 3.4641016, 6.0]",[1.0],[0.0],[-2.5],[1.0],[0.0],[-2.5],[3.5],[3.4641016],[0.5],[3.5],[3.4641016],[0.5],0,1,0,0,0.0,0.0,1
85174,1,1,1,"[0.0, 0.5, 0.5, 1.0, 2.0, 2.5, 2.5, 4.5, 4.5, 5.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7320508, 3.7416575, 4.2426405, 4.8989797]",[3.5],[2.4494898],[-2.0],[3.5],[2.4494898],[-2.0],[2.5],[2.4494898],[0.5],[2.5],[2.4494898],[0.5],0,1,0,0,0.0,0.0,0
200,2,2,2,"[0.5, 0.5, 1.0, 1.0, 2.0, 3.5, 3.5, 4.0, 5.0, 5.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.7320508, 3.4641016, 3.4641016, 4.2426405, 4.8989797]","[2.0, 4.0]","[1.7320508, 3.8729835]","[-4.0, -1.0]","[2.0, 4.0]","[1.7320508, 3.8729835]","[-4.0, -1.0]","[3.5, 4.5]","[0.0, 2.4494898]","[0.5, 0.5]","[3.5, 4.5]","[0.0, 2.4494898]","[0.5, 0.5]",0,2,0,0,0.0,0.0,1
899,4,3,2,"[0.0, 0.5, 1.0, 1.0, 1.5, 3.0, 3.0, 4.5, 5.0, 6.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 3.0, 4.472136, 4.582576, 6.3245554]","[1.0, 2.0, 2.5, 5.0]","[1.0, 2.0, 2.0, 5.0]","[-4.5, -3.0, -2.5, -2.5]","[1.0, 2.0, 2.5]","[1.0, 2.0, 2.0]","[-4.5, -3.0, -2.5]","[3.5, 4.0, 7.0]","[0.0, 3.4641016, 6.928203]","[-2.0, 0.5, 4.5]","[1.0, 3.5]","[0.0, 1.0]","[-1.0, 0.5]",1,1,1,0,1.0,0.0,1
98085,2,2,1,"[0.0, 0.0, 0.5, 1.0, 1.0, 2.5, 2.5, 3.0, 4.0, 6.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.4494898, 2.4494898, 6.0]","[3.0, 4.5]","[2.236068, 2.828427]","[-3.0, -1.0]","[3.0, 4.5]","[2.236068, 2.828427]","[-3.0, -1.0]","[3.0, 5.0]","[2.236068, 4.0]","[-1.5, 3.0]",[5.0],[3.0],[5.0],1,0,1,0,1.0,0.0,0
54943,1,1,1,"[0.0, 0.5, 0.5, 1.5, 1.5, 2.0, 3.0, 3.5, 3.5, 4.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7320508, 2.236068, 2.4494898, 3.4641016]",[5.0],[4.0],[-1.0],[5.0],[4.0],[-1.0],[7.0],[6.928203],[6.5],[7.0],[6.928203],[6.5],0,1,0,0,0.0,0.0,0
22393,1,1,1,"[0.5, 0.5, 1.0, 1.5, 2.0, 2.5, 2.5, 2.5, 4.0, 4.5]","[0.0, 0.0, 0.0, 0.0, 1.4142135, 1.7320508, 2.0, 2.0, 2.828427, 3.4641016]",[5.0],[4.582576],[-1.0],[5.0],[4.582576],[-1.0],[2.5],[0.0],[1.5],[2.5],[0.0],[1.5],0,1,0,0,0.0,0.0,0
90766,2,1,1,"[0.0, 0.0, 0.5, 0.5, 0.5, 1.0, 1.5, 2.5, 3.5, 6.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.4494898, 3.4641016, 6.0]","[2.0, 4.5]","[0.0, 3.7416575]","[-3.0, -1.5]",[2.0],[0.0],[-3.0],[7.5],[7.3484693],[5.5],[7.5],[7.3484693],[5.5],0,1,0,0,0.0,0.0,0
340,1,1,1,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.5, 2.5, 3.5, 4.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 4.2426405]",[2.5],[2.0],[-2.5],[2.5],[2.0],[-2.5],[5.0],[4.0],[3.0],[5.0],[4.0],[3.0],0,1,0,0,0.0,0.0,1
461,1,1,1,"[0.0, 0.0, 0.0, 0.5, 1.0, 2.0, 3.0, 3.5, 4.0, 7.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.7320508, 2.828427, 3.1622777, 3.4641016, 6.708204]",[5.0],[4.582576],[-2.5],[5.0],[4.582576],[-2.5],[6.5],[6.0],[3.0],[6.5],[6.0],[3.0],0,1,0,0,0.0,0.0,1
621,1,1,1,"[0.0, 0.0, 0.5, 1.0, 1.5, 1.5, 2.0, 3.0, 5.0, 5.5]","[0.0, 0.0, 0.0, 0.0, 1.4142135, 1.4142135, 1.7320508, 2.828427, 4.582576, 5.477226]",[1.5],[1.4142135],[-3.5],[1.5],[1.4142135],[-3.5],[4.0],[3.8729835],[0.5],[4.0],[3.8729835],[0.5],0,1,0,0,0.0,0.0,1
66064,4,2,1,"[0.5, 0.5, 0.5, 0.5, 1.5, 1.5, 2.0, 2.5, 3.0, 8.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7320508, 8.485281]","[2.5, 3.5, 4.5, 5.0]","[0.0, 2.0, 3.7416575, 4.0]","[-5.0, -2.5, -1.0, -1.0]","[2.5, 3.5]","[0.0, 2.0]","[-5.0, -1.0]","[2.0, 4.5]","[1.7320508, 4.2426405]","[-2.0, 0.0]",[5.5],[5.477226],[5.5],1,0,1,0,1.0,0.0,0
164,6,3,1,"[0.5, 0.5, 1.0, 1.0, 1.5, 1.5, 4.0, 5.5, 6.5, 8.0]","[0.0, 0.0, 0.0, 1.0, 1.4142135, 1.4142135, 2.6457512, 5.2915025, 6.0, 7.937254]","[0.5, 2.0, 3.0, 3.5, 3.5, 4.0]","[0.0, 1.7320508, 2.4494898, 3.0, 3.4641016, 3.4641016]","[-6.0, -5.0, -3.5, -3.5, -2.5, -1.0]","[0.5, 3.5, 4.0]","[0.0, 2.4494898, 3.4641016]","[-6.0, -2.5, -1.0]","[3.0, 5.5, 7.0]","[3.0, 5.477226, 6.928203]","[-5.0, 1.5, 3.0]",[4.5],[0.0],[0.5],2,0,1,0,2.0,0.0,1
592,14,4,2,"[1.0, 1.5, 1.5, 2.5, 4.0, 4.5, 4.5, 5.0, 6.5, 8.5]","[0.0, 0.0, 0.0, 0.0, 2.828427, 2.828427, 4.0, 4.0, 6.3245554, 8.485281]","[0.0, 0.5, 0.5, 0.5, 1.5, 2.0, 2.5, 3.0, 3.5, 3.5, 4.5, 5.0, 5.0, 5.5]","[0.0, 0.0, 0.0, 0.0, 1.4142135, 2.0, 2.0, 3.0, 3.1622777, 3.4641016, 4.472136, 4.582576, 4.8989797, 5.477226]","[-7.0, -6.0, -5.5, -5.0, -5.0, -4.5, -4.5, -4.0, -3.0, -2.5, -2.0, -1.5, -1.5, -1.0]","[0.0, 0.5, 0.5, 3.0]","[0.0, 0.0, 0.0, 3.0]","[-5.0, -5.0, -4.0, -1.5]","[3.0, 3.5, 5.5, 6.5]","[0.0, 3.4641016, 5.2915025, 6.3245554]","[-4.5, -3.0, -0.5, 5.0]","[5.0, 7.5]","[4.582576, 7.3484693]","[-1.5, 3.5]",2,0,2,0,1.0,0.0,1
494,1,1,1,"[0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 2.0, 3.0, 6.0, 9.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.236068, 5.91608, 9.0]",[2.0],[1.7320508],[-6.0],[2.0],[1.7320508],[-6.0],[7.0],[7.0],[0.0],[7.0],[7.0],[0.0],0,1,0,0,0.0,0.0,1
13214,1,1,1,"[1.0, 1.0, 1.5, 1.5, 2.0, 2.0, 2.0, 2.5, 3.0, 5.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.7320508, 1.7320508, 1.7320508, 2.236068, 4.2426405]",[2.5],[2.0],[-3.0],[2.5],[2.0],[-3.0],[3.5],[2.4494898],[2.5],[3.5],[2.4494898],[2.5],0,1,0,0,0.0,0.0,0
69741,5,3,2,"[1.0, 1.0, 1.0, 1.5, 2.0, 2.0, 3.5, 4.0, 6.5, 6.5]","[0.0, 0.0, 0.0, 0.0, 1.4142135, 1.7320508, 2.4494898, 3.8729835, 6.0, 6.0]","[1.5, 2.0, 2.0, 2.5, 3.5]","[0.0, 1.4142135, 1.7320508, 1.7320508, 2.4494898]","[-4.0, -3.0, -2.5, -2.5, -2.0]","[1.5, 2.0, 3.5]","[0.0, 1.4142135, 1.7320508]","[-3.0, -2.5, -2.5]","[4.0, 4.5, 5.5]","[2.828427, 3.8729835, 5.477226]","[-1.0, 0.0, 3.0]","[4.5, 4.5]","[2.828427, 4.472136]","[0.0, 3.5]",1,1,1,0,1.0,0.0,0
97559,1,1,1,"[0.5, 1.0, 1.5, 2.0, 2.0, 3.0, 3.0, 3.5, 4.0, 4.5]","[0.0, 0.0, 0.0, 0.0, 1.4142135, 1.7320508, 2.0, 2.828427, 3.4641016, 4.472136]",[5.5],[5.477226],[-1.0],[5.5],[5.477226],[-1.0],[4.0],[2.6457512],[3.0],[4.0],[2.6457512],[3.0],0,1,0,0,0.0,0.0,0
676,2,2,2,"[0.0, 0.0, 0.5, 0.5, 1.0, 2.0, 2.5, 3.0, 4.0, 6.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.4494898, 2.6457512, 2.828427, 6.0]","[1.5, 4.0]","[1.4142135, 2.6457512]","[-2.5, -2.0]","[1.5, 4.0]","[1.4142135, 2.6457512]","[-2.5, -2.0]","[2.5, 5.5]","[0.0, 4.8989797]","[0.5, 3.5]","[2.5, 5.5]","[0.0, 4.8989797]","[0.5, 3.5]",0,2,0,0,0.0,0.0,1
947,2,2,2,"[0.0, 0.0, 0.5, 1.0, 1.0, 1.5, 2.0, 2.0, 5.0, 5.5]","[0.0, 0.0, 0.0, 1.0, 1.0, 1.4142135, 1.7320508, 2.0, 4.2426405, 4.582576]","[1.0, 2.5]","[0.0, 0.0]","[-5.0, -1.5]","[1.0, 2.5]","[0.0, 0.0]","[-5.0, -1.5]","[4.5, 5.5]","[2.828427, 4.8989797]","[3.0, 3.0]","[4.5, 5.5]","[2.828427, 4.8989797]","[3.0, 3.0]",0,2,0,0,0.0,0.0,1
66098,3,2,1,"[0.0, 0.0, 0.5, 1.5, 1.5, 2.0, 2.0, 2.0, 3.0, 7.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 3.0, 7.483315]","[2.5, 3.5, 4.0]","[0.0, 2.0, 3.4641016]","[-2.0, -1.5, -1.0]","[2.5, 4.0]","[2.0, 3.4641016]","[-2.0, -1.5]","[1.0, 5.0]","[1.0, 4.0]","[-2.5, 0.0]",[6.5],[6.0],[5.5],1,0,1,0,1.0,0.0,0
229,1,1,1,"[0.0, 1.0, 1.5, 1.5, 1.5, 2.5, 4.0, 4.0, 4.5, 5.0]","[0.0, 0.0, 0.0, 1.4142135, 1.4142135, 2.4494898, 2.6457512, 2.6457512, 3.7416575, 4.0]",[3.5],[0.0],[-4.0],[3.5],[0.0],[-4.0],[2.5],[0.0],[1.0],[2.5],[0.0],[1.0],0,1,0,0,0.0,0.0,1
