trialIndex,numUnstable,numNM1,numNM2,matchingAM,matchingGM,unstableAM,unstableGM,unstableRAM,nm1AM,nm1GM,nm1RAM,nm2GenAM,nm2GenGM,nm2GenRAM,nm2AM,nm2GM,nm2RAM,numEdges,numSingletons,numChains,numCycles,avgChainLen,avgCycleLen,converges
0,17,4,2,"[1.0, 2.0, 2.0, 2.5, 3.0, 4.5, 5.5, 5.5, 6.0, 6.5]","[0.0, 0.0, 1.0, 2.0, 3.0, 4.2426405, 4.8989797, 5.477226, 5.656854, 6.3245554]","[0.0, 0.5, 0.5, 1.0, 1.0, 1.5, 1.5, 1.5, 1.5, 2.0, 2.5, 2.5, 3.0, 4.0, 4.0, 4.5, 5.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7320508, 2.4494898, 2.4494898, 2.828427, 3.8729835, 4.0, 4.472136, 5.477226]","[-6.0, -5.5, -5.0, -5.0, -3.5, -3.5, -3.0, -3.0, -3.0, -3.0, -2.5, -2.5, -2.0, -2.0, -2.0, -1.0, -1.0]","[0.0, 1.5, 1.5, 2.5]","[0.0, 0.0, 0.0, 2.4494898]","[-5.5, -3.0, -3.0, -2.0]","[2.0, 4.0, 5.5, 8.0]","[0.0, 1.7320508, 5.477226, 7.937254]","[-3.0, 0.0, 1.5, 2.5]","[5.0, 8.0]","[4.8989797, 7.937254]","[-0.5, 2.5]",2,1,1,0,2.0,0.0,1
95,30,6,2,"[3.5, 3.5, 4.0, 4.5, 4.5, 4.5, 5.0, 6.0, 6.5, 7.5]","[0.0, 2.6457512, 2.828427, 3.4641016, 3.4641016, 3.7416575, 5.0, 5.196152, 6.4807405, 7.3484693]","[1.0, 1.0, 1.0, 1.5, 1.5, 1.5, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.5, 3.0, 3.0, 3.5, 3.5, 3.5, 3.5, 4.0, 4.0, 4.0, 4.0, 4.5, 4.5, 4.5, 5.0, 5.0, 5.0, 5.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.4142135, 1.4142135, 1.7320508, 1.7320508, 2.0, 2.4494898, 2.4494898, 2.828427, 3.4641016, 3.7416575, 3.8729835, 3.8729835, 3.8729835, 4.0, 4.2426405, 4.472136, 4.582576, 4.8989797, 5.0]","[-8.0, -6.0, -6.0, -6.0, -5.5, -5.0, -5.0, -4.5, -4.5, -4.5, -4.0, -4.0, -3.5, -3.5, -3.5, -3.0, -3.0, -2.5, -2.5, -2.5, -2.5, -2.5, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -1.5, -1.0]","[1.0, 1.5, 2.0, 3.0, 3.0, 3.5]","[0.0, 0.0, 0.0, 0.0, 1.4142135, 2.828427]","[-4.5, -4.0, -3.0, -2.5, -2.5, -2.0]","[1.0, 3.0, 3.5, 4.5, 6.0, 7.5]","[0.0, 0.0, 2.4494898, 3.7416575, 5.656854, 7.3484693]","[-4.5, -3.0, -2.5, 0.0, 2.0, 5.0]","[3.5, 5.5]","[3.4641016, 4.8989797]","[-2.0, 3.0]",4,0,2,1,1.0,2.0,0
96,16,4,3,"[1.5, 2.5, 3.0, 3.0, 3.5, 4.0, 4.0, 4.5, 6.0, 8.0]","[0.0, 0.0, 0.0, 1.4142135, 2.0, 2.828427, 3.8729835, 3.8729835, 5.196152, 8.0]","[0.5, 1.0, 1.0, 1.5, 2.0, 2.5, 2.5, 3.0, 3.0, 3.0, 3.5, 4.0, 4.0, 4.0, 5.0, 6.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.4142135, 1.7320508, 2.236068, 2.4494898, 2.4494898, 3.8729835, 3.8729835, 4.0, 4.8989797, 5.91608]","[-5.0, -4.5, -4.5, -4.5, -4.0, -3.5, -3.5, -3.5, -3.5, -2.5, -2.5, -2.5, -1.5, -1.5, -1.0, -1.0]","[0.5, 1.0, 1.5, 2.5]","[0.0, 0.0, 1.4142135, 2.4494898]","[-4.5, -3.5, -2.5, -1.0]","[2.0, 5.0, 6.5, 8.5]","[0.0, 3.0, 6.0, 8.485281]","[0.5, 0.5, 3.0, 3.5]","[2.0, 5.5, 8.5]","[0.0, 4.2426405, 8.485281]","[0.0, 0.5, 3.5]",1,2,1,0,1.0,0.0,1
199,8,4,1,"[0.0, 0.5, 1.5, 2.0, 2.0, 3.0, 4.5, 4.5, 5.5, 6.5]","[0.0, 0.0, 0.0, 0.0, 1.7320508, 2.0, 3.7416575, 4.2426405, 4.2426405, 6.4807405]","[1.0, 1.0, 1.5, 3.0, 3.0, 3.0, 4.0, 5.0]","[0.0, 0.0, 1.0, 1.4142135, 2.236068, 2.236068, 3.4641016, 4.8989797]","[-3.5, -3.0, -3.0, -2.5, -2.0, -2.0, -2.0, -1.0]","[1.0, 1.5, 3.0, 5.0]","[0.0, 1.4142135, 2.236068, 4.8989797]","[-3.5, -3.0, -2.5, -1.0]","[8.0, 8.5, 8.5, 9.0]","[7.937254, 8.485281, 8.485281, 9.0]","[1.5, 2.5, 4.5, 6.5]",[9.0],[9.0],[6.5],3,1,0,1,0.0,3.0,0
200,18,4,1,"[0.5, 2.0, 2.0, 3.5, 4.0, 4.5, 5.0, 5.5, 6.0, 7.0]","[0.0, 1.7320508, 2.0, 3.0, 3.1622777, 4.0, 4.2426405, 4.2426405, 6.0, 6.708204]","[0.5, 1.0, 1.0, 1.5, 2.0, 2.0, 2.0, 2.5, 2.5, 3.0, 3.0, 3.5, 3.5, 3.5, 3.5, 5.0, 5.0, 5.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.4142135, 1.7320508, 1.7320508, 2.236068, 2.4494898, 2.4494898, 3.0, 3.1622777, 3.4641016, 4.582576, 4.8989797, 4.8989797]","[-5.0, -4.5, -4.0, -4.0, -4.0, -3.5, -3.5, -3.0, -3.0, -3.0, -2.5, -2.5, -2.5, -2.0, -2.0, -2.0, -1.5, -1.0]","[0.5, 1.0, 1.0, 2.5]","[0.0, 0.0, 0.0, 2.4494898]","[-5.0, -3.5, -3.0, -3.0]","[3.0, 5.0, 5.5, 7.5]","[2.236068, 3.0, 5.2915025, 7.483315]","[-2.5, 1.0, 1.5, 5.0]",[4.0],[0.0],[2.0],3,0,1,0,3.0,0.0,1
232,28,6,3,"[2.5, 3.0, 4.0, 4.0, 4.5, 5.0, 5.5, 6.0, 6.5, 7.5]","[2.4494898, 2.828427, 3.4641016, 3.7416575, 3.8729835, 4.0, 4.8989797, 5.91608, 6.4807405, 7.483315]","[0.5, 0.5, 0.5, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.5, 1.5, 2.0, 2.5, 2.5, 2.5, 2.5, 2.5, 3.0, 3.0, 3.0, 3.0, 3.0, 3.5, 4.0, 4.0, 4.0, 5.5, 5.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.7320508, 2.0, 2.0, 2.236068, 2.236068, 2.4494898, 2.4494898, 2.4494898, 2.6457512, 2.6457512, 2.828427, 2.828427, 3.4641016, 3.4641016, 5.2915025, 5.477226]","[-6.5, -6.0, -5.5, -5.5, -5.0, -5.0, -4.5, -4.5, -4.5, -4.0, -3.5, -3.5, -3.5, -3.5, -3.0, -3.0, -3.0, -3.0, -3.0, -2.5, -2.5, -2.0, -1.5, -1.5, -1.5, -1.0, -1.0, -1.0]","[0.5, 0.5, 1.0, 1.0, 2.5, 3.0]","[0.0, 0.0, 0.0, 1.0, 2.0, 2.828427]","[-6.5, -5.5, -4.5, -3.5, -3.0, -1.0]","[1.5, 2.5, 5.5, 6.0, 6.5, 6.5]","[0.0, 0.0, 4.2426405, 5.656854, 6.3245554, 6.4807405]","[-3.0, 0.0, 0.5, 0.5, 1.0, 1.5]","[6.5, 7.0, 7.0]","[6.4807405, 6.928203, 7.0]","[1.0, 3.5, 5.0]",3,1,2,0,1.5,0.0,0
233,35,6,2,"[1.5, 3.0, 4.5, 5.5, 5.5, 6.0, 6.0, 6.0, 7.0, 7.5]","[0.0, 0.0, 3.7416575, 4.2426405, 5.196152, 5.196152, 5.477226, 5.91608, 7.0, 7.483315]","[0.0, 0.0, 0.0, 0.0, 0.5, 1.0, 1.0, 1.5, 1.5, 1.5, 2.0, 2.0, 2.0, 2.5, 2.5, 2.5, 2.5, 2.5, 2.5, 3.0, 3.5, 3.5, 3.5, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.5, 4.5, 4.5, 4.5, 5.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.4142135, 1.4142135, 1.7320508, 1.7320508, 2.0, 2.0, 2.0, 2.0, 2.236068, 2.4494898, 2.6457512, 2.6457512, 2.828427, 3.1622777, 3.4641016, 3.4641016, 3.4641016, 3.7416575, 3.8729835, 3.8729835, 3.8729835, 4.0, 4.2426405, 4.2426405, 4.8989797]","[-8.0, -6.5, -6.0, -6.0, -6.0, -5.5, -5.5, -5.5, -5.0, -5.0, -5.0, -5.0, -4.5, -4.5, -4.5, -4.5, -4.0, -4.0, -4.0, -4.0, -3.5, -3.5, -3.5, -3.0, -3.0, -3.0, -2.5, -2.5, -2.5, -2.0, -2.0, -2.0, -1.5, -1.0, -1.0]","[0.0, 0.0, 0.0, 0.0, 0.5, 1.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-6.5, -6.0, -6.0, -5.5, -5.5, -3.5]","[2.5, 4.0, 4.5, 5.5, 7.0, 8.5]","[0.0, 2.6457512, 3.7416575, 5.2915025, 7.0, 8.485281]","[-4.5, -4.0, -2.5, 1.5, 3.0, 3.5]","[2.5, 4.0]","[0.0, 3.8729835]","[-4.5, -2.0]",4,1,1,0,4.0,0.0,1
308,9,4,3,"[0.5, 1.5, 2.5, 2.5, 3.0, 3.5, 4.0, 4.0, 5.0, 7.0]","[0.0, 0.0, 1.4142135, 2.236068, 2.4494898, 2.4494898, 2.6457512, 3.8729835, 4.8989797, 6.708204]","[0.0, 0.5, 1.0, 1.5, 1.5, 2.0, 4.0, 4.0, 5.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 1.4142135, 3.8729835, 3.8729835, 4.8989797]","[-4.5, -4.5, -3.5, -3.5, -3.5, -3.0, -2.5, -2.0, -1.0]","[0.0, 0.5, 1.5, 4.0]","[0.0, 0.0, 1.4142135, 3.8729835]","[-3.5, -3.0, -2.5, -2.0]","[2.5, 5.5, 5.5, 5.5]","[0.0, 4.2426405, 4.8989797, 4.8989797]","[0.0, 2.5, 3.5, 4.5]","[2.5, 5.0, 5.5]","[0.0, 4.8989797, 5.0]","[0.0, 3.5, 3.5]",1,2,1,0,1.0,0.0,0
309,6,3,2,"[0.5, 1.0, 1.5, 2.0, 3.0, 3.0, 3.0, 3.0, 3.5, 4.5]","[0.0, 0.0, 0.0, 0.0, 2.0, 2.236068, 2.236068, 3.0, 3.1622777, 4.2426405]","[0.0, 1.0, 1.0, 2.5, 2.5, 3.0]","[0.0, 0.0, 1.0, 2.0, 2.0, 2.236068]","[-3.0, -2.5, -2.5, -2.5, -2.5, -1.0]","[0.0, 1.0, 1.0]","[0.0, 0.0, 1.0]","[-3.0, -2.5, -2.5]","[3.0, 3.0, 4.5]","[2.828427, 2.828427, 3.0]","[0.5, 2.0, 3.5]","[1.5, 3.0]","[0.0, 3.0]","[0.0, 2.0]",1,1,1,0,1.0,0.0,1
384,18,4,1,"[1.0, 2.5, 3.0, 3.5, 3.5, 4.5, 5.5, 5.5, 6.0, 8.0]","[0.0, 0.0, 2.236068, 2.4494898, 2.4494898, 4.472136, 4.8989797, 5.2915025, 6.0, 7.937254]","[0.0, 0.5, 1.0, 2.0, 2.5, 2.5, 2.5, 2.5, 3.0, 3.0, 3.0, 3.0, 3.0, 4.0, 4.0, 4.0, 4.5, 4.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.7320508, 2.0, 2.0, 2.236068, 2.4494898, 2.828427, 3.0, 3.0, 3.4641016, 3.7416575, 3.8729835, 4.0, 4.2426405]","[-6.0, -5.0, -5.0, -5.0, -4.0, -3.5, -3.5, -3.5, -3.5, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -2.5, -2.5, -2.5]","[0.0, 1.0, 2.0, 4.5]","[0.0, 0.0, 1.7320508, 3.7416575]","[-5.0, -3.5, -3.5, -2.5]","[0.0, 2.0, 5.5, 6.5]","[0.0, 1.7320508, 4.2426405, 6.3245554]","[-3.5, -3.5, -1.0, 3.5]",[6.0],[5.91608],[2.0],3,0,1,1,1.0,2.0,0
385,15,3,1,"[0.5, 2.0, 2.0, 2.0, 2.5, 3.0, 3.5, 4.5, 8.0, 9.0]","[0.0, 0.0, 0.0, 1.7320508, 1.7320508, 2.0, 2.236068, 3.4641016, 7.937254, 9.0]","[0.0, 0.5, 1.5, 2.0, 2.0, 2.0, 2.0, 2.5, 2.5, 3.0, 3.5, 3.5, 4.0, 5.5, 5.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.4142135, 1.7320508, 2.0, 2.0, 2.4494898, 2.4494898, 3.4641016, 4.8989797, 5.477226]","[-7.5, -7.5, -5.0, -5.0, -4.5, -4.5, -4.0, -4.0, -4.0, -3.5, -3.0, -2.5, -2.5, -2.0, -1.5]","[0.0, 0.5, 1.5]","[0.0, 0.0, 1.4142135]","[-7.5, -7.5, -5.0]","[0.5, 1.5, 6.0]","[0.0, 1.4142135, 5.196152]","[-7.5, -7.5, 6.0]",[6.0],[5.196152],[6.0],2,1,0,1,0.0,2.0,1
495,22,5,2,"[1.0, 1.5, 1.5, 3.0, 4.5, 5.5, 5.5, 6.0, 7.5, 7.5]","[0.0, 0.0, 1.4142135, 2.236068, 4.2426405, 4.2426405, 5.477226, 6.0, 7.483315, 7.483315]","[0.0, 0.0, 0.5, 0.5, 0.5, 1.0, 1.5, 2.0, 2.5, 2.5, 2.5, 3.0, 3.0, 3.0, 3.0, 3.5, 3.5, 3.5, 4.0, 4.0, 4.0, 4.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7320508, 2.0, 2.0, 2.236068, 2.4494898, 2.828427, 2.828427, 3.4641016, 3.4641016, 3.4641016, 4.472136]","[-7.0, -6.5, -6.0, -5.5, -5.0, -5.0, -4.5, -4.0, -4.0, -3.5, -3.5, -3.5, -3.0, -3.0, -2.5, -2.0, -2.0, -1.5, -1.5, -1.5, -1.5, -1.0]","[0.0, 0.0, 0.5, 2.5, 4.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[-7.0, -6.5, -5.5, -4.5, -1.5]","[4.0, 4.0, 4.0, 4.5, 8.0]","[3.4641016, 3.4641016, 3.4641016, 4.472136, 7.937254]","[-3.0, -1.5, -1.5, -0.5, 5.0]","[8.0, 8.0]","[7.937254, 8.0]","[5.0, 5.5]",3,1,1,0,3.0,0.0,0
496,30,6,2,"[0.0, 2.5, 3.0, 5.0, 5.5, 6.0, 6.5, 7.0, 7.5, 8.5]","[0.0, 2.0, 2.828427, 4.2426405, 5.0, 5.196152, 6.3245554, 7.0, 7.3484693, 8.485281]","[0.0, 0.0, 0.5, 0.5, 0.5, 1.0, 1.0, 1.0, 1.5, 1.5, 2.0, 2.5, 2.5, 2.5, 2.5, 3.0, 3.0, 3.0, 3.0, 3.5, 3.5, 4.0, 4.0, 4.5, 4.5, 4.5, 4.5, 5.0, 6.5, 6.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.4142135, 1.4142135, 1.7320508, 2.0, 2.828427, 2.828427, 3.0, 3.1622777, 3.4641016, 3.4641016, 3.7416575, 4.2426405, 4.2426405, 4.582576, 6.3245554, 6.4807405]","[-8.5, -8.0, -6.0, -6.0, -5.5, -5.5, -5.5, -5.0, -4.5, -4.5, -4.5, -4.5, -4.0, -3.5, -3.5, -3.5, -3.5, -3.5, -3.5, -3.5, -3.0, -3.0, -2.5, -2.5, -2.5, -2.5, -2.5, -2.0, -1.5, -1.0]","[0.0, 0.0, 0.5, 2.5, 2.5, 3.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-6.0, -6.0, -5.5, -4.5, -3.5, -3.5]","[1.5, 2.0, 2.5, 3.0, 4.0, 6.0]","[0.0, 0.0, 1.4142135, 1.7320508, 3.4641016, 5.196152]","[-5.5, -4.5, -3.5, -2.5, -0.5, 2.5]","[5.0, 6.0]","[4.582576, 5.196152]","[0.0, 2.5]",4,1,1,1,2.0,2.0,1
633,19,5,2,"[1.5, 2.5, 3.0, 4.0, 4.5, 4.5, 4.5, 5.5, 6.0, 8.0]","[0.0, 1.4142135, 2.0, 2.236068, 4.2426405, 4.472136, 4.472136, 5.196152, 5.477226, 7.937254]","[0.5, 1.0, 1.0, 1.0, 1.5, 1.5, 1.5, 2.0, 2.0, 2.5, 2.5, 2.5, 3.0, 3.0, 3.0, 3.5, 4.0, 5.0, 5.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.4142135, 1.7320508, 1.7320508, 2.0, 2.4494898, 2.828427, 2.828427, 3.1622777, 3.8729835, 4.0, 5.0]","[-6.0, -6.0, -5.5, -5.0, -4.5, -4.0, -4.0, -4.0, -3.5, -3.5, -3.0, -2.5, -2.5, -2.5, -2.0, -1.5, -1.5, -1.5, -1.0]","[1.0, 1.0, 1.5, 1.5, 2.0]","[0.0, 0.0, 1.0, 1.4142135, 1.7320508]","[-6.0, -5.5, -3.5, -3.0, -2.5]","[1.0, 3.5, 4.5, 5.0, 6.0]","[0.0, 0.0, 4.0, 4.2426405, 5.196152]","[-4.0, -1.0, -0.5, 0.5, 2.0]","[5.5, 6.0]","[4.2426405, 5.196152]","[0.5, 5.0]",3,1,1,0,3.0,0.0,0
634,14,5,2,"[1.0, 1.0, 1.0, 2.5, 3.0, 3.5, 4.0, 4.0, 5.5, 6.5]","[0.0, 0.0, 0.0, 2.0, 2.236068, 2.6457512, 3.4641016, 3.8729835, 4.2426405, 6.4807405]","[0.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 3.5, 4.0, 4.5, 4.5, 6.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.4142135, 1.4142135, 1.4142135, 1.4142135, 3.1622777, 3.7416575, 3.8729835, 4.2426405, 6.0]","[-4.0, -4.0, -3.5, -3.5, -3.5, -3.5, -3.0, -3.0, -2.5, -2.5, -2.0, -2.0, -2.0, -2.0]","[0.5, 1.5, 1.5, 1.5, 1.5]","[0.0, 0.0, 0.0, 0.0, 1.4142135]","[-4.0, -3.5, -2.5, -2.0, -2.0]","[0.5, 3.0, 3.5, 4.5, 7.0]","[0.0, 2.828427, 2.828427, 3.1622777, 7.0]","[-3.0, -1.5, -1.0, 3.0, 4.0]","[0.5, 6.0]","[0.0, 5.656854]","[-1.5, 5.5]",3,1,1,0,3.0,0.0,1
647,21,5,3,"[2.0, 2.5, 3.0, 3.5, 4.0, 4.5, 5.0, 5.0, 5.5, 7.5]","[0.0, 1.7320508, 2.0, 2.236068, 3.0, 3.7416575, 3.8729835, 4.2426405, 4.582576, 7.3484693]","[0.0, 0.5, 0.5, 0.5, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.5, 3.0, 3.0, 3.5, 3.5, 4.0, 4.0, 4.0, 5.0, 5.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7320508, 1.7320508, 1.7320508, 1.7320508, 2.236068, 2.4494898, 2.6457512, 2.828427, 3.4641016, 3.8729835, 4.0, 4.8989797, 5.477226]","[-7.0, -6.0, -6.0, -5.5, -5.0, -5.0, -5.0, -4.5, -4.0, -3.5, -3.5, -3.5, -3.0, -3.0, -3.0, -2.5, -2.0, -2.0, -2.0, -1.0, -1.0]","[0.0, 0.5, 0.5, 2.0, 2.0]","[0.0, 0.0, 0.0, 0.0, 1.7320508]","[-7.0, -6.0, -5.0, -4.0, -1.0]","[0.5, 2.0, 5.5, 7.0, 7.5]","[0.0, 0.0, 5.477226, 6.708204, 7.483315]","[-7.0, -1.0, -0.5, 4.0, 6.5]","[5.5, 7.0, 7.5]","[5.477226, 6.708204, 7.483315]","[-0.5, 4.0, 6.5]",2,3,0,1,0.0,2.0,0
648,15,4,2,"[0.0, 2.0, 2.5, 2.5, 2.5, 3.5, 4.5, 4.5, 6.5, 7.5]","[0.0, 2.0, 2.0, 2.0, 2.4494898, 3.1622777, 4.2426405, 4.472136, 6.0, 7.3484693]","[0.0, 0.0, 0.5, 1.0, 1.0, 1.0, 1.5, 1.5, 1.5, 2.0, 2.0, 2.5, 3.5, 4.0, 4.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.4142135, 1.4142135, 1.7320508, 2.4494898, 2.828427, 3.4641016, 3.8729835]","[-6.0, -5.5, -5.5, -5.0, -4.0, -4.0, -3.5, -3.0, -3.0, -3.0, -3.0, -2.5, -2.0, -1.0, -1.0]","[0.0, 0.0, 0.5, 1.0]","[0.0, 0.0, 0.0, 0.0]","[-6.0, -5.5, -4.0, -4.0]","[4.5, 4.5, 7.0, 7.0]","[0.0, 2.828427, 6.708204, 6.928203]","[-1.0, 2.5, 3.5, 4.0]","[4.0, 4.5]","[0.0, 3.4641016]","[1.5, 2.5]",2,1,1,0,2.0,0.0,1
707,16,3,2,"[0.0, 2.0, 3.0, 3.5, 4.0, 4.0, 4.5, 5.0, 5.5, 8.0]","[0.0, 0.0, 0.0, 2.4494898, 2.6457512, 4.0, 4.2426405, 4.2426405, 4.8989797, 7.937254]","[0.5, 0.5, 1.0, 1.0, 1.0, 1.5, 1.5, 2.0, 2.0, 2.0, 2.5, 2.5, 3.5, 4.0, 4.0, 4.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.4142135, 1.7320508, 2.0, 2.4494898, 3.4641016, 3.4641016, 3.8729835, 4.472136]","[-7.0, -5.5, -5.5, -4.5, -4.0, -3.5, -3.5, -3.0, -3.0, -3.0, -2.5, -2.5, -2.5, -2.5, -2.5, -2.0]","[0.5, 0.5, 1.0]","[0.0, 0.0, 0.0]","[-7.0, -5.5, -4.5]","[3.5, 6.0, 8.0]","[3.1622777, 5.656854, 8.0]","[-0.5, 0.5, 2.0]","[3.5, 9.0]","[3.1622777, 9.0]","[2.0, 3.0]",1,1,1,0,1.0,0.0,0
708,18,6,4,"[1.5, 2.0, 3.5, 4.0, 4.5, 4.5, 4.5, 5.0, 5.5, 6.0]","[0.0, 0.0, 1.4142135, 3.0, 3.1622777, 3.7416575, 3.8729835, 4.2426405, 4.472136, 6.0]","[0.5, 0.5, 0.5, 1.0, 1.0, 1.0, 1.0, 1.5, 2.0, 2.0, 2.0, 2.5, 2.5, 3.5, 3.5, 5.0, 6.0, 6.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 2.0, 2.0, 2.4494898, 3.4641016, 3.4641016, 4.8989797, 5.91608, 6.3245554]","[-6.0, -6.0, -5.5, -5.5, -5.0, -5.0, -4.5, -4.5, -4.0, -4.0, -3.0, -3.0, -3.0, -2.0, -2.0, -1.5, -1.0, -1.0]","[0.5, 0.5, 0.5, 1.0, 2.0, 3.5]","[0.0, 0.0, 0.0, 0.0, 2.0, 3.4641016]","[-5.5, -5.0, -4.5, -4.0, -2.0, -1.5]","[1.0, 1.5, 3.5, 5.5, 7.0, 7.5]","[1.0, 1.4142135, 3.4641016, 5.2915025, 6.928203, 7.483315]","[-3.0, -3.0, 0.0, 1.5, 4.0, 5.5]","[1.5, 3.5, 7.0, 7.0]","[1.4142135, 3.4641016, 6.928203, 7.0]","[-3.0, 1.5, 4.0, 6.0]",2,3,1,0,2.0,0.0,1
1011,17,5,3,"[0.5, 2.0, 2.5, 2.5, 3.0, 4.5, 5.5, 5.5, 6.0, 7.0]","[0.0, 0.0, 1.7320508, 2.236068, 2.4494898, 3.7416575, 4.8989797, 5.2915025, 5.656854, 6.708204]","[0.5, 1.0, 1.0, 1.0, 1.5, 1.5, 1.5, 1.5, 1.5, 2.0, 3.0, 3.0, 3.5, 3.5, 4.0, 4.5, 5.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.4142135, 1.4142135, 1.4142135, 2.4494898, 2.828427, 3.4641016, 4.472136, 5.477226]","[-5.0, -4.5, -4.5, -4.0, -4.0, -4.0, -3.5, -3.5, -3.5, -3.5, -3.5, -2.5, -2.5, -2.5, -2.0, -2.0, -1.5]","[1.0, 1.0, 1.0, 1.5, 3.0]","[0.0, 1.0, 1.0, 1.4142135, 2.828427]","[-4.5, -4.0, -4.0, -3.5, -2.5]","[1.5, 3.5, 4.0, 5.5, 6.0]","[0.0, 2.4494898, 3.4641016, 5.2915025, 6.0]","[-3.5, -1.5, -0.5, 1.5, 5.0]","[1.5, 5.5, 8.0]","[1.4142135, 5.2915025, 7.937254]","[-4.0, 5.0, 6.0]",2,1,2,0,1.0,0.0,0
1012,33,5,3,"[2.5, 3.0, 4.0, 4.5, 5.0, 5.5, 6.5, 7.0, 7.0, 8.0]","[2.4494898, 2.6457512, 2.828427, 3.0, 3.7416575, 5.2915025, 6.0, 6.708204, 6.928203, 7.937254]","[0.5, 0.5, 0.5, 0.5, 0.5, 1.0, 1.0, 1.0, 1.5, 1.5, 1.5, 1.5, 1.5, 2.0, 2.0, 2.0, 2.0, 2.5, 2.5, 3.0, 3.0, 3.5, 3.5, 4.0, 4.5, 4.5, 5.0, 5.0, 5.0, 5.5, 5.5, 6.0, 6.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.4142135, 1.4142135, 1.4142135, 1.7320508, 1.7320508, 1.7320508, 2.0, 2.236068, 2.828427, 2.828427, 3.1622777, 3.4641016, 3.4641016, 4.472136, 4.582576, 4.8989797, 4.8989797, 5.0, 5.2915025, 6.0, 6.4807405]","[-7.5, -7.5, -7.5, -6.5, -6.0, -6.0, -6.0, -5.0, -4.5, -4.5, -4.0, -4.0, -3.5, -3.5, -3.5, -3.5, -3.0, -3.0, -3.0, -3.0, -3.0, -2.5, -2.5, -2.5, -2.5, -2.0, -2.0, -2.0, -2.0, -2.0, -1.5, -1.5, -1.5]","[0.5, 0.5, 0.5, 1.0, 2.0]","[0.0, 0.0, 0.0, 0.0, 1.7320508]","[-7.5, -7.5, -6.5, -4.0, -2.0]","[6.0, 6.0, 6.5, 6.5, 7.0]","[5.196152, 5.91608, 6.0, 6.4807405, 7.0]","[-1.5, 0.0, 0.5, 3.5, 3.5]","[2.5, 6.0, 7.0]","[2.4494898, 5.91608, 7.0]","[-2.0, 0.0, 3.5]",2,2,1,0,2.0,0.0,1
