epochs,learning_rate,train_loss,test_loss,train_accuracy,test_accuracy
0,0.0014,0.648233,0.68829304,0.5250446,0.54003
1,0.0014,0.64601636,0.68691707,0.5362573,0.544168
2,0.0014,0.6448747,0.6887833,0.5413193,0.534076
3,0.0014,0.64443445,0.68740857,0.54287535,0.54133
4,0.0014,0.64419246,0.6856893,0.5441047,0.548428
5,0.0014,0.6441163,0.6856651,0.5445427,0.548758
6,0.0014,0.6439849,0.68590164,0.545196,0.547796
7,0.0014,0.6439204,0.6870053,0.5452707,0.54332995
8,0.0014,0.6438129,0.68555677,0.54571867,0.549056
9,0.0014,0.6437158,0.6861992,0.5458093,0.545984
10,0.0014,0.643709,0.6874555,0.54582465,0.546646
11,0.0014,0.6436277,0.6853489,0.54626995,0.549092
12,0.0014,0.6436008,0.6854558,0.5464106,0.549556
13,0.0014,0.64356303,0.68543386,0.5460607,0.54964805
14,0.0014,0.64352316,0.6855042,0.5467193,0.54945
15,0.0014,0.6434836,0.6860012,0.546432,0.547032
16,0.0014,0.6434774,0.6854472,0.54672337,0.54931796
17,0.0014,0.64344776,0.6854243,0.54660594,0.55048597
18,0.0014,0.64343965,0.68746746,0.5470087,0.539486
19,0.0014,0.643391,0.68530554,0.54707205,0.54958797
20,0.0014,0.64335865,0.68715715,0.547244,0.542738
21,0.0014,0.6433559,0.6859853,0.5468967,0.548206
22,0.0014,0.6433036,0.68539727,0.546968,0.549416
23,0.0014,0.6432934,0.68804216,0.5471173,0.54305
24,0.0014,0.6433077,0.68515885,0.547258,0.550034
25,0.0014,0.6432583,0.68511486,0.547538,0.550354
26,0.0014,0.64326185,0.6859298,0.54736805,0.54894793
27,0.0014,0.64321744,0.68522835,0.547334,0.55035
28,0.0014,0.6431862,0.6853725,0.54774135,0.54915
29,0.0014,0.6432185,0.68521285,0.54722863,0.550026
30,0.0014,0.64321816,0.6857244,0.54784733,0.548272
31,0.0014,0.64311254,0.6850687,0.548102,0.550662
32,0.0014,0.6431505,0.685101,0.547896,0.55011404
33,0.0014,0.6431553,0.6872896,0.5479413,0.542258
34,0.0014,0.64311653,0.68506855,0.54768467,0.550926
35,0.0014,0.6430919,0.68551064,0.547854,0.54956204
36,0.0014,0.643039,0.68535227,0.5480033,0.549164
37,0.0014,0.6430444,0.6851586,0.548076,0.55035
38,0.0014,0.6430193,0.68532664,0.547916,0.549296
39,0.0014,0.64306647,0.68524384,0.548192,0.549356
40,0.0014,0.64301515,0.68522173,0.5480073,0.55023
41,0.0014,0.6429406,0.6850443,0.5484266,0.550792
42,0.0014,0.6429763,0.68573433,0.54861534,0.548314
43,0.0014,0.6429714,0.68533635,0.5484173,0.54890394
44,0.0014,0.6429335,0.68508935,0.548,0.550348
45,0.0014,0.6429268,0.6851395,0.54879737,0.55056596
46,0.0014,0.64285946,0.68546367,0.5483007,0.55048
47,0.0014,0.64287645,0.6849366,0.54881465,0.5511
48,0.0014,0.642814,0.6851083,0.5490393,0.550402
49,0.0014,0.6428056,0.6850796,0.5487847,0.550704
50,0.0014,0.64276004,0.68511,0.549114,0.54992604
51,0.0014,0.6427492,0.6850021,0.54956466,0.55026996
52,0.0014,0.6427256,0.68527913,0.54940397,0.549228
53,0.0014,0.6427354,0.68498194,0.54928935,0.551026
54,0.0014,0.6426659,0.6850049,0.5492233,0.550556
55,0.0014,0.64262974,0.6851604,0.549744,0.55004597
56,0.0014,0.6426179,0.68489945,0.54939,0.551188
57,0.0014,0.64254284,0.686038,0.550038,0.547008
58,0.0014,0.64251256,0.68497664,0.54984933,0.55142796
59,0.0014,0.6424381,0.6849722,0.55009335,0.55046
60,0.0014,0.6423371,0.6848031,0.55077,0.551486
61,0.0014,0.6422761,0.6845147,0.5506073,0.552458
62,0.0014,0.64209676,0.6844418,0.551134,0.553568
63,0.0014,0.6419641,0.6840604,0.551824,0.55336595
64,0.0014,0.6417769,0.6838791,0.552396,0.55329597
65,0.0014,0.64155316,0.6835955,0.553016,0.55487406
66,0.0014,0.64120847,0.6829316,0.55400735,0.556462
67,0.0014,0.6408129,0.6833751,0.5555367,0.55544
68,0.0014,0.6404953,0.6818626,0.5563513,0.56004995
69,0.0014,0.64021564,0.68209493,0.55710196,0.559252
70,0.0014,0.6400105,0.6825017,0.55790865,0.560022
71,0.0014,0.639765,0.68244773,0.558752,0.559168
72,0.0014,0.6396179,0.6819719,0.55907935,0.55923396
73,0.0014,0.6395749,0.6812803,0.55880666,0.56098604
74,0.0014,0.63942116,0.68162894,0.559566,0.560154
75,0.0014,0.6393901,0.68243635,0.55964464,0.559586
76,0.0014,0.63926864,0.6813448,0.5601853,0.56154406
77,0.0014,0.6391592,0.68122745,0.5601686,0.56134796
78,0.0014,0.6390734,0.68069804,0.5607307,0.562526
79,0.0014,0.6390018,0.68143505,0.5602847,0.56127596
80,0.0014,0.63900185,0.6822551,0.5606653,0.558934
81,0.0014,0.63895744,0.68101203,0.560654,0.561918
82,0.0014,0.6388674,0.68087256,0.56066465,0.56240594
83,0.0014,0.6388102,0.6809992,0.5611553,0.562038
84,0.0014,0.63877267,0.6828597,0.5611733,0.558244
85,0.0014,0.6386154,0.68055195,0.56175065,0.562638
86,0.0014,0.638506,0.6827445,0.561878,0.556932
87,0.0014,0.63830316,0.67974627,0.562586,0.56540203
88,0.0014,0.63796556,0.6800575,0.56330997,0.565126
89,0.0014,0.63764036,0.6805604,0.5640694,0.562412
90,0.0014,0.6375824,0.68007505,0.5646033,0.565194
91,0.0014,0.6372749,0.67894435,0.56539863,0.56719995
92,0.0014,0.6370425,0.6789425,0.565812,0.566792
93,0.0014,0.63681495,0.67796123,0.5665467,0.569598
94,0.0014,0.63666886,0.67769825,0.56712395,0.569618
95,0.0014,0.6366077,0.67891055,0.5669187,0.566838
96,0.0014,0.63655293,0.6800456,0.56708467,0.56407
97,0.0014,0.63634294,0.67778003,0.56789404,0.56941205
98,0.0014,0.63631964,0.6827965,0.56805,0.56079
99,0.0014,0.6361785,0.6791691,0.56811136,0.56621003
100,0.0014,0.6361817,0.67879295,0.56816196,0.567534
101,0.0014,0.63606083,0.6776333,0.56856865,0.56969
102,0.0014,0.63596416,0.67760646,0.56860936,0.56984997
103,0.0014,0.63589656,0.6778294,0.5687773,0.56922
104,0.0014,0.63581544,0.67720026,0.56902665,0.571144
105,0.0014,0.6357057,0.6797249,0.56898,0.56543195
106,0.0014,0.6356567,0.680671,0.56951535,0.56329596
107,0.0014,0.6355891,0.6772398,0.5700227,0.570992
108,0.0014,0.63552433,0.67727447,0.56979,0.571398
109,0.0014,0.63547444,0.677988,0.570136,0.569488
110,0.0014,0.635409,0.678684,0.56982,0.56715596
111,0.0014,0.6352855,0.677022,0.57025397,0.57193404
112,0.0014,0.6352179,0.67870444,0.57038933,0.569144
113,0.0014,0.6351549,0.681005,0.5704554,0.56301796
114,0.0014,0.6350579,0.6805543,0.57071865,0.562608
115,0.0014,0.63515687,0.67708033,0.57044137,0.571096
116,0.0014,0.6350509,0.6779308,0.57105863,0.571606
117,0.0014,0.634958,0.6764549,0.57135403,0.57329
118,0.0014,0.6350509,0.6787688,0.570916,0.568272
119,0.0014,0.63488925,0.6774052,0.57121533,0.570692
120,0.0014,0.6348686,0.6766708,0.5712713,0.572646
121,0.0014,0.63477427,0.6759705,0.57135534,0.573534
122,0.0014,0.63466734,0.6770511,0.571614,0.571936
123,0.0014,0.634738,0.6765233,0.57172203,0.57302797
124,0.0014,0.6347259,0.6765799,0.571326,0.572142
125,0.0014,0.6346895,0.67633533,0.5717406,0.57360804
126,0.0014,0.63451785,0.6764444,0.572292,0.572814
127,0.0014,0.6345058,0.67791736,0.5720287,0.569566
128,0.0014,0.63457537,0.67828536,0.57209265,0.57015204
129,0.0014,0.63442236,0.67657495,0.57211936,0.572564
130,0.0014,0.63442016,0.67783415,0.5722067,0.57028604
131,0.0014,0.63437563,0.6787058,0.57266265,0.56852996
132,0.0014,0.6343726,0.67587394,0.57254463,0.573748
133,0.0014,0.63445085,0.678532,0.5718193,0.56894404
134,0.0014,0.63439053,0.6765535,0.57260936,0.57283
135,0.0014,0.63425165,0.676759,0.572524,0.57238805
136,0.0014,0.6341856,0.6764153,0.57277,0.573244
137,0.0014,0.63419074,0.67798364,0.5728214,0.57069
138,0.0014,0.6343034,0.6760483,0.5729387,0.573318
139,0.0014,0.6340867,0.6772081,0.5730453,0.571496
140,0.0014,0.6340451,0.67871845,0.573316,0.57071203
141,0.0014,0.6341141,0.67534995,0.57342863,0.57538605
142,0.0014,0.634062,0.67648876,0.573098,0.57308203
143,0.0014,0.63407373,0.6753907,0.5730367,0.574854
144,0.0014,0.6340371,0.6762012,0.57317466,0.57392204
145,0.0014,0.6340133,0.6761661,0.57331467,0.57341
146,0.0014,0.63399494,0.6765298,0.57353,0.572966
147,0.0014,0.6339011,0.67614925,0.5734647,0.573542
148,0.0014,0.63394964,0.67608476,0.57378334,0.57314396
149,0.0014,0.63389826,0.67545164,0.57343996,0.57557595
150,0.0014,0.6338568,0.67561334,0.5740113,0.574872
151,0.0014,0.63387793,0.67543584,0.57379866,0.574852
152,0.0014,0.63378894,0.6763998,0.57371736,0.57269394
153,0.0014,0.63379693,0.67620987,0.5739,0.57317
154,0.0014,0.63378716,0.67582905,0.5735127,0.57391
155,0.0014,0.633831,0.6761033,0.57337606,0.573358
156,0.0014,0.63371503,0.677197,0.57413006,0.574284
157,0.0014,0.6336732,0.6758851,0.57444537,0.573868
158,0.0014,0.63369375,0.6767683,0.573824,0.57269603
159,0.0014,0.63376915,0.67780364,0.57386535,0.57070804
160,0.0014,0.63365096,0.67600405,0.57437265,0.57385004
161,0.0014,0.633673,0.67538744,0.574082,0.574924
162,0.0014,0.6336569,0.6758685,0.573806,0.574346
163,0.0014,0.6336266,0.6754109,0.573946,0.5753161
164,0.0014,0.6337689,0.6756985,0.5741853,0.57452
165,0.0014,0.63345754,0.67520523,0.574422,0.575424
166,0.0014,0.6335368,0.6766863,0.574664,0.573048
167,0.0014,0.63358736,0.6755609,0.57433665,0.57471
168,0.0014,0.63364255,0.6759285,0.57392335,0.573822
169,0.0014,0.6334924,0.6788672,0.5746113,0.567296
170,0.0014,0.6334149,0.6777141,0.57448536,0.570468
171,0.0014,0.6334046,0.67744756,0.57490396,0.571306
172,0.0014,0.6334417,0.67585385,0.5744393,0.574012
173,0.0014,0.63338864,0.6757518,0.57460934,0.573756
174,0.0014,0.6333311,0.67526376,0.57479537,0.57509804
175,0.0014,0.63334376,0.6769318,0.57468796,0.57393605
176,0.0014,0.6332563,0.67547876,0.574718,0.575168
177,0.0014,0.6332691,0.67572945,0.57509935,0.574528
178,0.0014,0.6332742,0.6790387,0.5751273,0.56689596
179,0.0014,0.6333346,0.6765859,0.57480866,0.573604
180,0.0014,0.63335884,0.6758299,0.574588,0.574002
181,0.0014,0.6332367,0.67568254,0.57501733,0.574322
182,0.0014,0.6332247,0.6756128,0.57512933,0.574814
183,0.0014,0.6333435,0.6762284,0.5752953,0.574004
184,0.0014,0.63318926,0.6771179,0.57475996,0.574062
185,0.0014,0.63334805,0.6762194,0.574624,0.57374597
186,0.0014,0.63325596,0.67762643,0.57492733,0.5698559
187,0.0014,0.6332994,0.67596996,0.5749093,0.573894
188,0.0014,0.6331362,0.67674816,0.575218,0.572344
189,0.0014,0.6331575,0.6770208,0.57496536,0.571878
190,0.0014,0.633166,0.6806771,0.57489336,0.565694
191,0.0014,0.6330765,0.67681235,0.5752467,0.57122195
192,0.0014,0.63311493,0.675946,0.57493335,0.574696
193,0.0014,0.63317454,0.6772515,0.5750973,0.57311
194,0.0014,0.633036,0.67746,0.57535,0.57183796
195,0.0014,0.6330836,0.6752653,0.575216,0.575446
196,0.0014,0.6329932,0.676015,0.575554,0.574344
197,0.0014,0.63299274,0.67836195,0.57590735,0.570938
198,0.0014,0.63293976,0.6757355,0.5756973,0.574068
199,0.0014,0.6329374,0.67585456,0.57597196,0.575188
200,0.0014,0.63291925,0.67747,0.57556397,0.57131994
201,0.0014,0.63285303,0.6771337,0.5756946,0.571656
202,0.0014,0.63283855,0.67577684,0.5755507,0.574504
203,0.0014,0.6329993,0.67625636,0.5755733,0.574782
204,0.0014,0.63284105,0.67603636,0.5759013,0.574402
205,0.0014,0.63287646,0.67536324,0.57569396,0.574618
206,0.0014,0.63289535,0.67539746,0.57596934,0.57419604
207,0.0014,0.6329522,0.6762709,0.5756407,0.573456
208,0.0014,0.63274825,0.6777483,0.57630265,0.570722
209,0.0014,0.63294697,0.6758911,0.57594264,0.57374203
210,0.0014,0.63281286,0.67630315,0.575982,0.573846
211,0.0014,0.6329097,0.6761459,0.5754407,0.573288
212,0.0014,0.6327398,0.6752363,0.57605934,0.57463
213,0.0014,0.6327884,0.6761504,0.57641,0.573962
214,0.0014,0.632745,0.6761321,0.5761873,0.57334
215,0.0014,0.63278306,0.6754659,0.57614136,0.57480204
216,0.0014,0.6328041,0.67726123,0.576276,0.57099795
217,0.0014,0.6327985,0.6767754,0.5757953,0.572196
218,0.0014,0.63264126,0.67589545,0.57619,0.573332
219,0.0014,0.6326563,0.6820304,0.5759547,0.561642
220,0.0014,0.6326754,0.67589915,0.57662797,0.573474
221,0.0014,0.6327314,0.6774119,0.5759787,0.573178
222,0.0014,0.6328254,0.67620575,0.5759127,0.575364
223,0.0014,0.63271385,0.67606837,0.576028,0.57392603
224,0.0014,0.6326613,0.6759336,0.5762667,0.574736
225,0.0014,0.6326276,0.67522025,0.5764393,0.575294
226,0.0014,0.6325786,0.67590547,0.57672,0.57514
227,0.0014,0.6325812,0.6790161,0.5763993,0.566484
228,0.0014,0.6325994,0.674897,0.5765247,0.5761
229,0.0014,0.6325004,0.6751988,0.57702464,0.575246
230,0.0014,0.6325023,0.67686975,0.5766734,0.572002
231,0.0014,0.632523,0.6753258,0.5770273,0.575014
232,0.0014,0.6326345,0.6761287,0.57688,0.574248
233,0.0014,0.6325309,0.6767806,0.57654,0.572264
234,0.0014,0.63257897,0.6761537,0.5768933,0.574248
235,0.0014,0.6325531,0.6781287,0.57651865,0.570222
236,0.0014,0.63243663,0.6754818,0.5766393,0.575464
237,0.0014,0.63249767,0.6756128,0.5763287,0.574098
238,0.0014,0.6325763,0.67591697,0.5766267,0.57379
239,0.0014,0.63250947,0.6754577,0.576846,0.575732
240,0.0014,0.63250244,0.6796424,0.57703865,0.567852
241,0.0014,0.6324297,0.67697024,0.57667595,0.573798
242,0.0014,0.63236094,0.67543405,0.57718,0.574698
243,0.0014,0.63244665,0.676528,0.57712734,0.573442
244,0.0014,0.63242316,0.6759727,0.57670665,0.574178
245,0.0014,0.6324519,0.67751354,0.57656866,0.570752
246,0.0014,0.6323494,0.6766746,0.576944,0.57284
247,0.0014,0.6323081,0.6754728,0.5773027,0.574812
248,0.0014,0.63246,0.6759322,0.57687867,0.57489604
249,0.0014,0.6324869,0.6765996,0.57701933,0.572658
