epochs,learning_rate,train_loss,test_loss,train_accuracy,test_accuracy
0,0.0014,0.6481344,0.68875986,0.52549136,0.53713
1,0.0014,0.6461838,0.68754894,0.53571403,0.540804
2,0.0014,0.644924,0.68790764,0.54116666,0.54029197
3,0.0014,0.6444453,0.6878166,0.5426613,0.538584
4,0.0014,0.64419687,0.6858155,0.5440906,0.548032
5,0.0014,0.6440296,0.6864768,0.54485065,0.547164
6,0.0014,0.6438435,0.68589294,0.5450493,0.54762
7,0.0014,0.64380574,0.6864314,0.54533666,0.545834
8,0.0014,0.6436705,0.6853524,0.54590064,0.54979
9,0.0014,0.6436046,0.6856716,0.5465387,0.547684
10,0.0014,0.643569,0.688201,0.54622734,0.544994
11,0.0014,0.64352906,0.68521214,0.5462947,0.550046
12,0.0014,0.6434978,0.68521667,0.54658467,0.550126
13,0.0014,0.6434433,0.68717057,0.54662734,0.544038
14,0.0014,0.64348435,0.6852827,0.54673994,0.54999804
15,0.0014,0.64341074,0.6861055,0.54657805,0.546932
16,0.0014,0.64338875,0.6852814,0.547082,0.549506
17,0.0014,0.64335465,0.6854173,0.546934,0.549676
18,0.0014,0.6433231,0.6874971,0.54726934,0.54051
19,0.0014,0.6432956,0.685249,0.54730666,0.55016595
20,0.0014,0.6432643,0.6902864,0.5479067,0.533658
21,0.0014,0.6432489,0.68540657,0.547214,0.549854
22,0.0014,0.64322925,0.6851162,0.547328,0.55039996
23,0.0014,0.6431938,0.6886358,0.54759735,0.53972197
24,0.0014,0.6431743,0.68505013,0.5477,0.55017203
25,0.0014,0.6431317,0.68504435,0.5480087,0.550232
26,0.0014,0.64315253,0.68576634,0.5476713,0.54968
27,0.0014,0.6430939,0.68512505,0.5482387,0.550668
28,0.0014,0.6430772,0.6852865,0.547988,0.549442
29,0.0014,0.64302874,0.6852312,0.54804134,0.549762
30,0.0014,0.643046,0.6855191,0.5482606,0.549226
31,0.0014,0.64292336,0.68492067,0.54823136,0.55074996
32,0.0014,0.6429609,0.6850395,0.54856867,0.550576
33,0.0014,0.64292437,0.6859249,0.54873866,0.547044
34,0.0014,0.64285135,0.6848272,0.54857004,0.551496
35,0.0014,0.64280903,0.6867518,0.5483213,0.546956
36,0.0014,0.6426851,0.6849188,0.5492527,0.551
37,0.0014,0.6425283,0.68484044,0.5497527,0.552464
38,0.0014,0.6422827,0.6842737,0.5500867,0.55296
39,0.0014,0.64194024,0.6840668,0.55177534,0.55383396
40,0.0014,0.6415822,0.6836661,0.55262,0.55430996
41,0.0014,0.6409463,0.68367904,0.55490065,0.55464196
42,0.0014,0.6405678,0.68231946,0.5559847,0.559268
