epochs,learning_rate,train_loss,test_loss,train_accuracy,test_accuracy
0,0.001,0.7323235,0.6961387,0.5096997,0.50971
1,0.001,0.7491487,0.6915892,0.507931,0.524172
2,0.001,0.7436623,0.7123618,0.51109433,0.503612
3,0.001,0.7556709,0.7161754,0.502739,0.510746
4,0.001,0.7424531,0.71606135,0.508201,0.518298
5,0.001,0.73125887,0.69972926,0.513983,0.530508
6,0.001,0.7311484,0.69942516,0.5131943,0.516196
7,0.001,0.7333826,0.70941687,0.51422435,0.51523
8,0.001,0.72935003,0.6940999,0.5141657,0.545576
9,0.001,0.7178189,0.7199485,0.512783,0.505354
10,0.001,0.71913105,0.6881468,0.512341,0.541414
11,0.001,0.7143555,0.6893473,0.514857,0.534386
12,0.001,0.7070938,0.6882427,0.5208097,0.541126
13,0.001,0.70540494,0.6988981,0.524333,0.516736
14,0.001,0.7072801,0.69630915,0.52407104,0.52232
15,0.001,0.7076309,0.68908197,0.52378434,0.535738
16,0.001,0.702402,0.6871225,0.52616704,0.545102
17,0.001,0.7022104,0.68693525,0.52651834,0.545826
18,0.001,0.6976278,0.7127948,0.5317937,0.517228
19,0.001,0.6962447,0.71577823,0.5343044,0.502256
20,0.001,0.6958604,0.69030565,0.5334077,0.539096
21,0.001,0.6930342,0.6903641,0.53769505,0.532838
22,0.001,0.6919858,0.68370235,0.5395024,0.553916
23,0.001,0.69023925,0.6877598,0.5425977,0.53811
24,0.001,0.6896415,0.69060636,0.5437197,0.527284
25,0.001,0.68925315,0.6874308,0.5447037,0.544676
26,0.001,0.68748355,0.71803135,0.54881704,0.5071
27,0.001,0.6860206,0.6821885,0.551563,0.560374
28,0.001,0.68554354,0.6857385,0.55304635,0.55376
29,0.001,0.6860231,0.6847637,0.552155,0.553098
30,0.001,0.6849743,0.6834164,0.55393237,0.557118
31,0.001,0.68352604,0.6799782,0.5582664,0.565726
32,0.001,0.6827836,0.6818984,0.5605684,0.561448
33,0.001,0.68594563,0.6867726,0.5580917,0.545388
34,0.001,0.68307745,0.68488914,0.559341,0.554224
35,0.001,0.6833838,0.6866622,0.55860436,0.548458
36,0.001,0.6836029,0.69683117,0.56013435,0.542426
37,0.001,0.68257415,0.69842494,0.5603957,0.54255
38,0.001,0.6821982,0.68353915,0.56107306,0.555416
39,0.001,0.68218863,0.6956593,0.56177974,0.527588
40,0.001,0.68352133,0.6820107,0.5592204,0.562708
41,0.001,0.68190503,0.68106955,0.5621257,0.563034
42,0.001,0.68283653,0.68167406,0.5596964,0.560114
43,0.001,0.68353355,0.6862917,0.5570697,0.559832
44,0.001,0.6841604,0.68655497,0.5566724,0.550432
45,0.001,0.6830269,0.67960477,0.55904573,0.566968
46,0.001,0.6828944,0.6909929,0.55954635,0.542054
47,0.001,0.6795008,0.6817593,0.56775236,0.552192
48,0.001,0.6764269,0.6744305,0.57438105,0.58182
49,0.001,0.67317724,0.667087,0.5801997,0.59135
50,0.001,0.67006284,0.6666081,0.5854471,0.592188
51,0.001,0.66869766,0.66466856,0.58828837,0.594698
52,0.001,0.66776335,0.66459024,0.58941174,0.594422
53,0.001,0.66711843,0.67014384,0.5910797,0.586542
54,0.001,0.66666716,0.6640965,0.59156704,0.595184
55,0.001,0.6664013,0.6695288,0.59184104,0.588608
56,0.001,0.6659225,0.6631683,0.5924551,0.59682
57,0.001,0.6655719,0.66522247,0.5930884,0.594828
58,0.001,0.66529155,0.66325957,0.59390706,0.596702
59,0.001,0.6649758,0.6652298,0.59410304,0.59333
60,0.001,0.66475517,0.6632604,0.5943524,0.59667
61,0.001,0.6645411,0.6636044,0.5949464,0.595314
62,0.001,0.6644619,0.6632062,0.5951791,0.596022
63,0.001,0.66426814,0.6643551,0.5950324,0.595794
64,0.001,0.66409445,0.66339153,0.5955957,0.59588
65,0.001,0.6642048,0.6628323,0.59520906,0.59745
66,0.001,0.6639509,0.6630136,0.5955844,0.597174
67,0.001,0.6638362,0.66230714,0.59560174,0.597056
68,0.001,0.6638351,0.6649744,0.59560305,0.593524
69,0.001,0.6636604,0.66228616,0.59616774,0.597568
70,0.001,0.66346073,0.6619663,0.59624374,0.597524
71,0.001,0.6633883,0.66232264,0.5963331,0.597472
72,0.001,0.6628022,0.66079587,0.5975484,0.600088
73,0.001,0.6619419,0.65993744,0.5991817,0.601016
74,0.001,0.6599379,0.656354,0.6016724,0.607662
75,0.001,0.656959,0.651807,0.6059917,0.6122
76,0.001,0.65389824,0.65475583,0.61080307,0.608468
77,0.001,0.6516785,0.64747083,0.61347973,0.618558
78,0.001,0.650119,0.6462483,0.61556774,0.618624
79,0.001,0.64841104,0.64625466,0.61751044,0.621214
80,0.001,0.64684814,0.64427316,0.6191311,0.622222
81,0.001,0.64605314,0.6431614,0.6204411,0.623796
82,0.001,0.64538294,0.64388067,0.62122375,0.62268
83,0.001,0.6447435,0.64082813,0.6220364,0.626688
84,0.001,0.64436984,0.64050657,0.6219604,0.626302
85,0.001,0.6440281,0.6450138,0.6225564,0.621964
86,0.001,0.64356613,0.6396983,0.6232544,0.62679
87,0.001,0.64332205,0.6406206,0.62360644,0.625792
88,0.001,0.6430149,0.640708,0.62351507,0.627618
89,0.001,0.64262056,0.641164,0.62415373,0.625344
90,0.001,0.6423323,0.64148444,0.6246724,0.625214
91,0.001,0.6421487,0.6392442,0.6248504,0.628016
92,0.001,0.6417215,0.6401392,0.6249517,0.627422
93,0.001,0.64158756,0.6378964,0.62525576,0.629426
94,0.001,0.6413368,0.64259773,0.62618244,0.623238
95,0.001,0.6411099,0.63924944,0.62573576,0.628274
96,0.001,0.6406933,0.6409677,0.62659776,0.625354
97,0.001,0.6404742,0.63761556,0.6264017,0.629354
98,0.001,0.6402621,0.6408035,0.6269471,0.625218
99,0.001,0.64014125,0.6397227,0.6273937,0.626442
100,0.001,0.6400135,0.64371645,0.6268624,0.624696
101,0.001,0.63962924,0.637967,0.62753373,0.629522
102,0.001,0.63948214,0.63907456,0.6274077,0.628528
103,0.001,0.63918686,0.6379381,0.6284244,0.628972
104,0.001,0.63879704,0.6359087,0.62849444,0.631578
105,0.001,0.63875943,0.63894904,0.62835175,0.627404
106,0.001,0.63844985,0.6383714,0.6287264,0.63114
107,0.001,0.63849986,0.6357278,0.62885773,0.632186
108,0.001,0.6382612,0.6381486,0.62908643,0.629862
109,0.001,0.6381683,0.6361373,0.6289471,0.63193
110,0.001,0.63792145,0.63599116,0.62959844,0.631528
111,0.001,0.637751,0.6349951,0.6297304,0.633098
112,0.001,0.6376529,0.63759375,0.62995774,0.631062
113,0.001,0.6374647,0.63838387,0.62973577,0.628534
114,0.001,0.6372547,0.63835675,0.6300851,0.629164
115,0.001,0.6370322,0.6361858,0.6303971,0.631388
116,0.001,0.6369673,0.6349374,0.6306824,0.632448
117,0.001,0.63684356,0.6402345,0.6304904,0.62694
118,0.001,0.6367582,0.6365566,0.63054377,0.631622
119,0.001,0.6365395,0.63465315,0.63078845,0.632776
120,0.001,0.6364927,0.6359275,0.63113445,0.631596
121,0.001,0.6363774,0.633501,0.6313344,0.634472
122,0.001,0.6362485,0.63664323,0.63123107,0.629896
