epochs,learning_rate,train_loss,test_loss,train_accuracy,test_accuracy
0,0.001,0.67516917,0.6675024,0.57628036,0.588962
1,0.001,0.6676444,0.67070746,0.5903304,0.583754
2,0.001,0.6592045,0.650594,0.60379773,0.615234
3,0.001,0.6519495,0.6466874,0.6127557,0.620146
4,0.001,0.6490863,0.6443933,0.6166544,0.621972
5,0.001,0.6473192,0.64377713,0.61851376,0.622558
6,0.001,0.6459681,0.6424637,0.6201244,0.624212
7,0.001,0.64508593,0.6451801,0.62141377,0.620364
8,0.001,0.64393985,0.6377611,0.6228511,0.630582
9,0.001,0.6341585,0.6166361,0.6351804,0.655012
10,0.001,0.62486017,0.6192604,0.6458004,0.65043
11,0.001,0.6202869,0.6071545,0.65069246,0.663712
12,0.001,0.6166268,0.60295105,0.6544131,0.667904
13,0.001,0.612867,0.60236156,0.65839845,0.66967
14,0.001,0.60962695,0.59710145,0.66118443,0.673534
15,0.001,0.60693306,0.6167208,0.6637865,0.655166
16,0.001,0.6046936,0.6004564,0.66593575,0.668124
17,0.001,0.6032004,0.59579474,0.6670371,0.672678
18,0.001,0.6012894,0.5900608,0.6689498,0.679692
19,0.001,0.59956694,0.5882406,0.67034376,0.68084
20,0.001,0.59803087,0.58715206,0.67162913,0.682432
21,0.001,0.5962247,0.58875054,0.67331576,0.680356
22,0.001,0.5939802,0.576451,0.67494845,0.691052
23,0.001,0.5922892,0.5772089,0.6768944,0.690074
24,0.001,0.59033316,0.58203167,0.67808247,0.68543
25,0.001,0.58852553,0.57024336,0.6799505,0.695392
26,0.001,0.5864505,0.56562316,0.6818085,0.700384
27,0.001,0.58463985,0.565238,0.6834138,0.700074
28,0.001,0.58256215,0.56441945,0.6849518,0.702884
29,0.001,0.58099854,0.56739044,0.68667114,0.697192
30,0.001,0.57859015,0.5679176,0.6886325,0.698092
31,0.001,0.5765036,0.55744,0.69030714,0.706728
32,0.001,0.57325256,0.54822415,0.6932451,0.714686
33,0.001,0.5696228,0.54276913,0.6961218,0.717598
34,0.001,0.5662857,0.5386584,0.6987725,0.722304
35,0.001,0.56317914,0.53439903,0.7015091,0.724314
36,0.001,0.56000054,0.53070235,0.7041858,0.72682
37,0.001,0.5564654,0.52722955,0.7067251,0.72945
38,0.001,0.5535385,0.52379394,0.7094145,0.733202
39,0.001,0.5500939,0.5184418,0.7128345,0.737004
40,0.001,0.54737794,0.5217,0.7142658,0.732604
41,0.001,0.54388225,0.5136956,0.71719915,0.739252
42,0.001,0.5403335,0.5178469,0.7201458,0.735012
43,0.001,0.53669846,0.5093637,0.7229918,0.742726
44,0.001,0.532358,0.4983104,0.7257865,0.74906
45,0.001,0.5285192,0.49209487,0.7293325,0.754728
46,0.001,0.52484316,0.4866827,0.7315265,0.75904
47,0.001,0.52161825,0.48981085,0.7341232,0.758756
48,0.001,0.51858616,0.48806846,0.7365612,0.75826
49,0.001,0.51605606,0.48091745,0.73845583,0.762686
50,0.001,0.5135916,0.4782945,0.74033517,0.764284
51,0.001,0.5111358,0.47376117,0.74192315,0.767832
52,0.001,0.50873905,0.4685224,0.7438718,0.771562
53,0.001,0.5069146,0.47183067,0.7450258,0.768138
54,0.001,0.504935,0.4720812,0.7460858,0.769874
55,0.001,0.50285834,0.4584496,0.7475305,0.778474
56,0.001,0.50069296,0.47592002,0.7492425,0.766168
57,0.001,0.49905485,0.4702513,0.75065386,0.769788
58,0.001,0.49738392,0.4564606,0.7521145,0.780838
59,0.001,0.49431086,0.4519021,0.75435317,0.783064
60,0.001,0.49268895,0.46757248,0.7551125,0.772736
61,0.001,0.49049732,0.45642275,0.75696915,0.7796
62,0.001,0.48879015,0.4618596,0.7575305,0.775878
63,0.001,0.48624787,0.44650674,0.7597185,0.78577
64,0.001,0.48481014,0.44681948,0.7606238,0.78549
65,0.001,0.48250613,0.4427074,0.76203185,0.788842
66,0.001,0.48029557,0.44709226,0.7637845,0.784072
67,0.001,0.4774504,0.43619365,0.7653872,0.792884
68,0.001,0.475421,0.4278959,0.76708853,0.79807
69,0.001,0.473078,0.4306441,0.7687012,0.796388
70,0.001,0.47095022,0.43346575,0.76988786,0.79434
71,0.001,0.469775,0.44386408,0.7706992,0.787724
72,0.001,0.4680733,0.4262527,0.7716532,0.800462
73,0.001,0.46649694,0.42978695,0.7728452,0.79792
74,0.001,0.465252,0.4266139,0.77382386,0.799834
75,0.001,0.46392927,0.41794977,0.7744112,0.805102
76,0.001,0.46257493,0.415682,0.77561516,0.805546
77,0.001,0.45824975,0.41587237,0.7781452,0.805838
78,0.001,0.45501417,0.42017722,0.7803092,0.803446
79,0.001,0.45274088,0.44513124,0.78181785,0.78623
80,0.001,0.45103428,0.41942525,0.7830499,0.80209
81,0.001,0.44919685,0.4355178,0.78426254,0.794914
82,0.001,0.44811612,0.4190671,0.78514516,0.802142
83,0.001,0.44683567,0.4185802,0.7856732,0.80362
84,0.001,0.44511953,0.40272644,0.78706187,0.814372
85,0.001,0.44409037,0.40219727,0.78751254,0.81307
86,0.001,0.4427493,0.40846485,0.7886785,0.811096
87,0.001,0.44140074,0.39815432,0.7889972,0.815258
88,0.001,0.44042897,0.43174434,0.78982186,0.79838
