learning_rate,train_loss,test_loss,train_accuracy,test_accuracy
0.001,0.6622422,0.67432016,0.5977333,0.57788
0.001,0.6619749,0.6728106,0.59924,0.57874
0.001,0.66178906,0.6734666,0.59998,0.58354
0.001,0.6616097,0.67164296,0.5991,0.58344
0.001,0.6617924,0.6733113,0.59964,0.57696
0.001,0.6611455,0.67296255,0.60120666,0.5834
0.001,0.6605034,0.67196417,0.6016733,0.58244
0.001,0.66091603,0.67230195,0.6004267,0.58266
0.001,0.66060615,0.6728858,0.6018467,0.5841
0.001,0.6605525,0.67374843,0.60215336,0.58258
0.001,0.66031444,0.6736313,0.6016667,0.58204
0.001,0.66008717,0.6812501,0.6034333,0.57668
0.001,0.6599176,0.67275906,0.60213333,0.58052
0.001,0.65994084,0.6748625,0.60248667,0.58016
0.001,0.65898275,0.67326057,0.6029533,0.58254
0.001,0.6593047,0.67229325,0.60262,0.58108
0.001,0.6585837,0.6775156,0.6046867,0.57368
0.001,0.6586913,0.67994875,0.60356,0.57968
0.001,0.65820503,0.67368007,0.60733336,0.5807
0.001,0.6577128,0.6744312,0.60557336,0.58132
0.001,0.6575694,0.68370026,0.6061533,0.57404
0.001,0.6573086,0.6748402,0.60720664,0.5782
0.001,0.656844,0.6848057,0.60616666,0.5742
0.001,0.6566915,0.67872703,0.60627335,0.5736
0.001,0.656057,0.6753653,0.60806,0.57822
0.001,0.6555535,0.6749658,0.60872,0.5758
0.001,0.6552037,0.6789166,0.60906,0.58146
0.001,0.65534717,0.6842493,0.6084933,0.5774
0.001,0.65465504,0.676818,0.60970664,0.57806
0.001,0.6540828,0.678744,0.61080664,0.5765
0.001,0.653382,0.67962426,0.6116267,0.57542
0.001,0.65334827,0.6849037,0.61193335,0.57428
0.001,0.652575,0.6852602,0.6122,0.57468
0.001,0.65210795,0.6912585,0.61368,0.56764
0.001,0.65193325,0.6779361,0.6135333,0.57488
0.001,0.6509831,0.6921223,0.61554664,0.5686
0.001,0.6509927,0.68565536,0.61539334,0.56778
0.001,0.6501781,0.68901,0.6159267,0.57158
0.001,0.6496303,0.6899967,0.6166,0.57638
0.001,0.6487656,0.6782121,0.61738,0.57624
0.001,0.64869493,0.6810088,0.6190467,0.5735
0.001,0.6464905,0.6844681,0.62036,0.57498
0.001,0.6465349,0.69552135,0.6204,0.5684
0.001,0.645693,0.68380845,0.62232,0.5689
0.001,0.6448659,0.68943924,0.62230664,0.5684
0.001,0.64447314,0.6845498,0.62479335,0.57402
0.001,0.6435387,0.69641525,0.62528664,0.56334
0.001,0.6436153,0.69962853,0.6240733,0.56974
0.001,0.6427765,0.6974323,0.62606,0.56866
0.001,0.64086646,0.6866086,0.62917334,0.56948
0.001,0.6402786,0.689949,0.62854666,0.5681
0.001,0.63919294,0.69404906,0.63156664,0.56932
0.001,0.6384299,0.69737446,0.6306667,0.57158
0.001,0.6368236,0.69371426,0.632,0.57302
0.001,0.63558036,0.7063626,0.6336,0.56828
0.001,0.63532126,0.69282037,0.63450664,0.5708
0.001,0.6335501,0.6990593,0.6374,0.56544
0.001,0.6327024,0.71565807,0.6374,0.5657
0.001,0.6308336,0.70184326,0.63842,0.56602
0.001,0.62978673,0.7009464,0.64100665,0.56376
0.001,0.62912774,0.71206886,0.6415733,0.56366
0.001,0.62691414,0.7031243,0.6432933,0.56158
0.001,0.62500054,0.6997996,0.64632,0.56374
0.001,0.623373,0.70653903,0.6484733,0.56712
0.001,0.6230485,0.7169333,0.64893335,0.56122
0.001,0.6209813,0.6994015,0.65102667,0.56082
0.001,0.6193766,0.7444485,0.6523333,0.55684
0.001,0.6172182,0.7068519,0.65472,0.56706
0.001,0.6156482,0.7341647,0.65651333,0.56204
0.001,0.6131019,0.7191009,0.65915334,0.54928
0.001,0.61171055,0.72485435,0.65915334,0.5554
0.001,0.60809624,0.73533547,0.6636533,0.56092
